@relation data

@attribute id string
@attribute 10219 numeric
@attribute 10225 numeric
@attribute 10288 numeric
@attribute 10666 numeric
@attribute 10859 numeric
@attribute 10870 numeric
@attribute 10990 numeric
@attribute 11006 numeric
@attribute 11024 numeric
@attribute 11025 numeric
@attribute 11126 numeric
@attribute 120425 numeric
@attribute 131450 numeric
@attribute 135250 numeric
@attribute 1525 numeric
@attribute 2213 numeric
@attribute 2214 numeric
@attribute 28378 numeric
@attribute 3133 numeric
@attribute 3134 numeric
@attribute 3135 numeric
@attribute 3383 numeric
@attribute 3384 numeric
@attribute 3385 numeric
@attribute 3386 numeric
@attribute 3676 numeric
@attribute 3683 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3695 numeric
@attribute 3802 numeric
@attribute 3804 numeric
@attribute 3805 numeric
@attribute 3811 numeric
@attribute 3812 numeric
@attribute 3824 numeric
@attribute 4277 numeric
@attribute 56253 numeric
@attribute 567 numeric
@attribute 5817 numeric
@attribute 5819 numeric
@attribute 6402 numeric
@attribute 644076 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 718 numeric
@attribute 7305 numeric
@attribute 7412 numeric
@attribute 79465 numeric
@attribute 80328 numeric
@attribute 80329 numeric
@attribute 8174 numeric
@attribute 8519 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 925 numeric
@attribute 947 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute 975 numeric
@attribute 999 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,2.2311,1.7552,2.2832,1.4274,0.5456,1.8961,-0.1326,0.9471,1.5536,1.3283,0.2967,2.1886,1.3409,-0.1482,0.0125,0.7057,1.0697,0.0668,3.4708,2.4355,0.2695,0.8029,1.5794,2.1064,0.386,2.696,2.111,2.4273,2.2463,1.9721,0.0045,-0.3848,0.168,-0.1898,0.3843,1.7746,1.2813,0.5993,3.5588,0.2804,0.1219,2.5427,-0.1615,0.2158,0.2182,-0.0109,1.4768,-0.0252,-0.2232,0.1924,0.0081,-0.0806,3.3961,2.2237,2.1629,2.3193,0.8229,1.298,-0.0893,0.7441,1.4973,1.0887,0.0981,Control
Utah__A02,3.2427,1.4338,2.5163,1.2333,0.5184,1.741,-0.13,0.9246,1.8172,1.4485,0.523,2.2579,0.4251,-0.0719,0.0036,0.5116,1.7616,0.088,3.5774,2.4089,0.6941,0.9718,1.2424,2.018,0.1914,2.4488,2.2735,2.1759,2.3816,1.9595,0.2438,-0.3094,0.102,-0.263,0.6737,2.6661,1.1995,0.6715,3.9483,0.2248,0.1043,2.1919,-0.0853,0.0504,0.1727,0.0668,1.3882,0.0164,-0.1561,0.4904,0.0171,-0.0505,3.4056,1.9545,1.8928,2.2847,0.553,1.5843,-0.0276,0.6453,1.0077,1.1021,-0.0641,Control
Utah__A03,2.4839,1.5793,2.8866,1.1858,0.7691,2.001,-0.0259,1.3665,2.083,1.7635,0.5216,2.2166,0.6743,-0.1904,0.07,0.6174,2.1053,-0.183,3.4461,2.5091,0.5087,1.1922,1.3956,2.1627,0.4595,2.7206,2.5078,2.3183,2.5068,2.1622,0.1792,-0.3682,0.1973,0.0636,0.4342,2.6639,1.4822,0.6998,3.6232,0.3597,0.2245,1.8963,-0.0584,0.0932,0.1455,0.1904,1.5911,0.1946,-0.1819,0.6324,-0.0322,-0.1495,3.5424,1.9088,1.7685,2.3295,0.729,1.7604,-0.0521,0.6315,0.7903,1.2271,0.05,Control
Utah__A04,2.5996,1.8381,2.3715,1.3245,0.407,1.9875,-0.0866,0.7334,1.6138,1.4269,0.4637,2.2032,0.7715,-0.108,0.0368,0.5036,1.4676,-0.0301,3.997,2.4937,0.5846,0.8309,1.4036,2.2386,0.2803,2.7136,2.1956,2.3751,2.4299,2.0598,0.1352,-0.2308,0.0758,0.1124,0.3923,2.2548,1.2497,0.2613,3.7988,0.2403,0.1547,2.2875,-0.0849,0.1022,0.159,-0.018,1.3387,-0.0598,-0.1857,0.3936,-0.0309,0.0209,3.8431,1.9522,1.8416,2.3071,0.7673,1.5276,0.0347,0.67,1.186,1.1031,0.0031,Control
Utah__A05,2.179,1.4303,2.8635,1.4589,0.729,2.1194,-0.0269,1.5051,2.0885,2.1052,0.5118,2.4586,0.9805,-0.1174,-0.0386,0.6099,1.9238,0.0141,3.7597,2.4833,0.5526,1.2318,1.5791,2.4023,0.4591,2.5734,2.2154,2.221,2.5987,1.8728,0.5186,-0.0957,0.1802,0.3327,0.35,2.2792,1.4141,0.3253,3.4664,0.4999,0.3313,2.1692,-0.0805,0.0507,0.1504,0.1158,1.74,-0.084,-0.0746,0.3003,-0.0063,0.0633,3.2863,1.5601,1.5813,1.9438,0.7984,1.1741,-0.0085,0.8111,1.01,1.0841,0.0296,Control
Utah__A06,2.6397,1.4614,2.8836,1.2213,0.6468,1.9382,-0.1217,1.2798,1.9195,1.8096,0.543,2.3715,0.6632,-0.1649,0.0037,0.3709,1.5783,0.0392,3.5756,2.3576,0.46,0.9087,1.2989,2.2679,0.4224,2.2651,2.0424,2.0446,2.4549,1.5727,0.0777,-0.0551,0.3312,0.0499,0.4107,2.5453,1.2212,0.2853,3.4735,0.3769,0.1044,2.1011,-0.0261,0.0867,0.1557,0.0631,1.6779,-0.087,-0.2086,0.3595,-0.0691,-0.0978,3.2759,1.5133,1.5251,1.7701,0.7589,0.9582,0.0524,0.4565,0.9542,0.9134,-0.0117,Control
Utah__A07,2.7432,1.6309,2.6615,1.4018,0.6891,1.906,-0.1324,1.1032,1.8658,1.7647,0.5533,2.532,0.9132,-0.1519,-0.0423,0.7341,1.7985,-0.0781,3.4491,2.3362,0.3411,0.8975,1.4823,2.0567,0.4089,2.7412,2.2211,2.4763,2.3516,1.89,0.682,-0.3829,0.2506,0.3794,0.372,2.3818,1.3321,0.3604,3.3963,0.3359,0.2436,2.299,-0.1059,0.0921,0.2024,-0.0116,1.6074,-0.0225,-0.123,0.3987,0.0336,-0.0319,3.1931,1.7971,1.761,2.0687,1.1167,1.0957,0.0187,0.5399,1.2476,0.9927,-0.0456,Control
Utah__A08,2.5719,2.0521,2.2757,1.4668,0.4724,1.3871,-0.1577,0.7784,1.5195,1.3492,0.4629,1.9547,0.814,-0.203,0.0636,0.3421,1.5404,0.0814,3.2872,2.3988,0.4355,0.8417,1.2725,1.8756,0.3708,3.0853,2.2537,2.328,2.0859,1.6864,0.2589,-0.2175,0.0734,0.1053,0.447,2.1806,1.0005,0.2036,3.5373,0.2635,0.0733,2.2061,-0.0448,0.1369,0.1601,0.1935,1.0585,-0.0953,-0.2604,0.2972,-0.1095,-0.2343,3.0997,1.6824,1.826,1.9766,1.4459,0.8814,0.0255,0.5853,1.2509,0.9312,-0.058,Control
Utah__A09,2.5795,1.7312,2.7662,1.608,0.755,1.6035,-0.09,0.8886,1.7331,1.7728,0.3783,2.1572,0.9042,-0.039,-0.0093,0.3059,2.041,-0.0776,3.6542,2.3361,0.2699,0.8461,1.4105,2.2212,0.3603,2.8347,2.1417,2.5756,2.325,1.9861,0.0968,-0.1214,0.2278,0.0207,0.3669,2.4296,1.1516,0.4595,3.7495,0.2724,0.1676,2.1636,-0.1556,0.1261,0.1713,0.0589,1.2352,-0.0242,-0.1234,0.3989,0.0978,-0.0751,3.8082,2.0098,1.8301,2.2759,0.958,1.279,0.0283,0.3447,1.1236,0.9823,-0.0029,Control
Utah__A10,3.6431,1.9252,2.3224,1.6818,0.6784,1.8963,-0.0661,0.8072,1.646,1.6498,0.6722,2.3713,1.0198,-0.1917,-0.0457,0.4198,1.4551,-0.0994,3.6965,2.524,0.3371,1.0502,1.2603,2.1535,0.2497,2.9349,2.3524,2.7093,2.3423,1.952,0.2978,-0.2561,0.1108,0.2918,0.335,2.8839,1.3462,0.4702,3.4959,0.2888,0.1688,2.1264,-0.0755,0.127,0.1456,0.071,1.4469,0.0493,-0.1366,0.2176,-0.0865,-0.0461,3.2793,2.0305,1.9018,2.2764,0.9953,1.8442,0.0228,0.5378,1.0042,1.0923,0.0168,Control
Utah__A11,3.3882,1.4386,2.469,1.3731,0.5127,1.7445,-0.135,0.797,1.5215,1.3553,0.4311,2.1741,0.6708,-0.0564,0.0575,0.5683,1.8302,0.1009,3.0905,1.6015,0.2041,0.8129,1.1744,2.1567,0.2483,2.2855,2.2057,2.4404,2.3467,1.9771,0.3292,0.0918,0.1798,0.3756,0.836,3.0525,0.9039,0.508,3.3969,0.3097,0.1066,1.456,0.0469,0.0893,0.1168,0.0033,1.3007,0.0178,-0.3538,0.4174,-0.0872,-0.2188,3.4951,2.0683,1.8037,2.1946,0.7513,1.3734,0.0206,0.333,0.8875,1.1925,0.0683,Control
Utah__A12,2.9802,1.458,1.8873,1.1287,0.2289,1.532,-0.1384,0.6609,1.0043,1.1188,0.3902,1.5917,0.5902,-0.028,0.1255,0.3311,1.8122,-0.3101,3.238,2.0348,0.219,0.482,0.8443,1.9455,0.2926,1.9675,1.4932,1.8741,1.8196,1.4066,0.1506,-0.2817,0.1586,-0.2475,0.3892,2.5193,0.9705,0.1805,2.9838,0.0077,0.0794,1.6903,-0.1522,-0.0411,0.2178,-0.0052,0.9386,0.0427,-0.2042,0.5731,0.0814,-0.0185,3.4634,1.8233,1.4626,2.1972,0.4875,1.3745,-0.0613,0.2438,0.6383,0.878,0.0047,Control
Utah__B01,1.3159,1.6781,2.1596,1.1617,0.3597,1.165,-0.2216,0.7259,1.2439,1.2261,4e-04,1.9806,0.6973,0.089,0.0531,0.6309,1.1598,-0.2427,3.1571,2.1928,0.1627,0.7426,1.0611,1.6747,0.2647,2.5521,1.7488,2.1261,1.7648,1.443,0.5262,-0.0109,0.3748,0.0077,0.4023,1.3511,0.946,0.248,3.6088,0.0963,-0.0019,2.4762,0.0639,0.1506,0.2948,-0.0467,1.1185,-0.054,-0.2273,0.4557,-0.215,-0.3066,2.8282,1.8587,1.8616,1.9259,0.7999,0.8842,0.058,0.5042,1.1234,0.7703,-0.0333,Control
Utah__B02,2.7635,1.6645,2.6956,1.2973,0.6741,2.0525,-0.0715,1.1205,1.6691,1.6006,0.4463,2.3171,0.8655,-0.0861,-0.0025,0.5703,1.9255,-0.0525,3.8463,2.7542,0.3519,1.2144,1.4134,2.3484,0.48,2.6743,2.3968,2.3064,2.4369,2.0911,0.2373,-0.078,0.2395,0.0468,0.6737,2.4545,1.3937,0.548,3.9836,0.2843,0.1669,2.579,-0.0408,0.1291,0.1819,0.15,1.6459,-0.0434,-0.1176,0.3282,-0.0073,-0.0108,3.589,2.2224,1.9896,2.3159,0.7977,1.7729,0.0577,0.4015,1.2033,1.1818,0.0063,Control
Utah__B03,2.6606,1.6551,2.4193,1.1496,0.429,1.6895,-0.1248,0.9854,1.4637,1.4207,0.3627,2.1675,0.8395,-0.0471,0.0366,0.3388,1.5268,0.0121,3.6023,2.4615,0.3743,0.8493,1.2143,2.0256,0.1358,2.8286,2.2166,2.352,2.2962,1.8677,0.3249,-0.1857,0.1653,-0.0414,0.5071,2.3986,1.2572,0.4447,3.8181,0.2236,0.0959,2.4319,-0.0245,0.1295,0.1505,0.1063,1.3608,0.0619,-0.2427,0.3983,-0.0724,-0.1659,3.1316,2.0875,1.928,2.2308,0.7362,1.6374,0.0062,0.4031,1.0708,1.0526,0.042,BRCACancer
