@relation data

@attribute id string
@attribute 1022 numeric
@attribute 1026 numeric
@attribute 1111 numeric
@attribute 4750 numeric
@attribute 7465 numeric
@attribute 993 numeric
@attribute 994 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5802,1.3091,0.6487,0.8097,0.4264,-0.1152,1.5823,Control
Utah__A02,0.3655,1.0057,0.2488,0.5859,0.2488,-0.0411,1.2184,Control
Utah__A03,0.5555,1.7394,0.8187,0.6609,0.6128,0.0455,1.4456,Control
Utah__A04,0.5596,1.0109,0.2773,0.6026,0.3824,-0.0341,1.3797,Control
Utah__A05,0.5538,1.8012,0.6053,0.6379,0.4528,-0.0474,1.1474,Control
Utah__A06,0.5002,1.4441,0.3735,0.5906,0.287,-0.0779,1.0022,Control
Utah__A07,0.536,1.1928,0.4432,0.7909,0.2907,-0.0608,1.2353,Control
Utah__A08,0.6008,1.1583,0.4042,0.8316,0.2271,-0.1225,1.344,Control
Utah__A09,0.5342,1.3538,0.4952,0.6494,0.3939,-0.0259,1.2962,Control
Utah__A10,0.6226,1.1964,0.4438,0.8489,0.4467,-0.105,1.394,Control
Utah__A11,0.4857,1.0562,0.413,0.4915,0.4251,-0.1321,1.2012,Control
Utah__A12,0.4064,1.2565,0.188,0.4565,0.0336,0.0037,0.891,Control
Utah__B01,0.5145,1.2563,0.4362,0.738,0.1916,-0.0022,1.1563,Control
Utah__B02,0.5819,1.6103,0.4886,0.7241,0.3802,0.0127,1.4298,Control
Utah__B03,0.5173,1.0987,0.444,0.6906,0.3827,-0.0311,1.2703,BRCACancer
Utah__B04,0.499,0.8906,0.3582,0.8047,0.3144,0.0491,1.258,BRCACancer
Utah__B05,0.4024,1.0885,0.4625,0.4792,0.2139,-0.0942,1.15,BRCACancer
Utah__B06,0.3758,0.8229,0.0863,0.5134,0.0163,0.0837,0.937,BRCACancer
Utah__B07,0.6062,1.2013,0.5032,0.7426,0.5441,-0.0563,1.6667,BRCACancer
Utah__B08,0.4136,1.4914,0.4793,0.6155,0.4469,-0.1916,1.2335,Control
Utah__B09,0.4157,1.2244,0.4205,0.6529,0.2076,-0.0946,1.2722,Control
Utah__B10,0.3786,0.8633,0.2639,0.6388,0.1806,0.002,1.0367,Control
Utah__B11,0.3483,1.318,0.338,0.5524,0.1714,-0.0387,1.2007,Control
Utah__B12,0.2577,0.5373,0.1426,0.4231,0.0319,-0.0052,1.1376,Control
Utah__C01,0.4887,1.2359,0.4618,0.5941,0.2645,0.0519,1.3952,BRCACancer
Utah__C02,0.5224,1.3841,0.431,0.5993,0.3527,-0.0036,1.5001,BRCACancer
Utah__C03,0.5433,1.3007,0.5458,0.6256,0.4457,0.0553,1.8267,BRCACancer
Utah__C04,0.2662,1.0465,0.2157,0.3139,0.2007,-0.1943,1.2242,Control
Utah__C05,0.2679,0.829,0.251,0.3097,0.0478,-0.1366,1.1219,BRCACancer
Utah__C06,0.1924,1.0835,0.1534,0.0724,-0.1585,0.0495,0.6449,Control
Utah__C07,0.3902,1.0204,0.2524,0.4447,0.3071,-0.181,1.1819,Control
Utah__C08,0.441,1.4276,0.358,0.5318,0.3601,0.0133,1.4044,Control
Utah__C09,0.3766,1.2865,0.115,0.4066,0.1691,-0.0948,1.2254,Control
Utah__C10,0.2963,0.9804,0.1801,0.4905,0.1311,0.0082,1.1124,BRCACancer
Utah__C11,0.4677,1.1973,0.3166,0.5403,0.3697,-0.0433,1.6774,Control
Utah__C12,0.2081,0.8227,0.0862,0.2799,0.0456,-0.1542,1.0541,BRCACancer
Utah__D01,0.3528,0.7565,0.1312,0.49,0.0308,-0.1033,1.5658,BRCACancer
Utah__D02,0.3216,1.5651,0.268,0.4419,0.4389,-0.0413,1.2555,BRCACancer
Utah__D03,0.3138,1.2126,0.3197,0.3166,0.2237,0.0013,1.276,BRCACancer
Utah__D04,0.399,1.3323,0.1547,0.386,0.1537,-0.0817,1.2236,BRCACancer
Utah__D05,0.4093,1.4741,0.1893,0.4257,0.2052,0.0495,1.036,BRCACancer
Utah__D06,0.4214,1.5224,0.2864,0.5655,0.3787,0.0312,1.559,BRCACancer
Utah__D07,0.3781,1.3767,0.3113,0.5034,0.4144,-0.0063,1.639,Control
Utah__D08,0.3055,1.3691,0.2631,0.367,0.2073,-0.0081,1.0877,Control
Utah__D09,0.4335,1.3857,0.2967,0.5371,0.1449,0.0714,1.3671,Control
Utah__D10,0.3235,1.2629,0.2992,0.3717,0.2199,-0.0747,1.1699,Control
Utah__D11,0.1029,0.7354,0.1119,0.2181,-0.0336,-0.1365,0.891,Control
Utah__D12,0.1943,0.8108,0.2134,0.2724,0.2263,-0.1053,1.325,Control
Utah__E01,0.3261,0.622,0.1731,0.3479,0.2057,0.0404,1.4161,BRCACancer
Utah__E02,0.4949,1.6279,0.2456,0.6586,0.3236,-0.0135,1.5336,Control
Utah__E03,0.3713,1.064,0.3728,0.4349,0.3098,0.0024,1.4306,Control
Utah__E04,0.4982,1.5046,0.3011,0.6402,0.4731,-0.1048,1.833,Control
