@relation data

@attribute id string
@attribute 10140 numeric
@attribute 10766 numeric
@attribute 3458 numeric
@attribute 3558 numeric
@attribute 3559 numeric
@attribute 3565 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7049 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 940 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,3.4591,0.7402,0.7042,-0.0738,0.5941,-0.2431,0.8601,1.5515,0.2158,0.2182,2.044,0.0614,0.0793,1.3569,1.7706,0.3451,2.2237,2.1629,2.3193,0.8229,2.0683,Control
Utah__A02,3.3461,0.6753,1.5545,0.0386,0.2311,-0.2105,0.5808,1.1748,0.0504,0.1727,2.0529,0.0739,0.0163,1.222,1.4137,0.4605,1.9545,1.8928,2.2847,0.553,1.3671,Control
Utah__A03,3.235,0.7531,2.0921,-0.0552,0.2004,-0.2256,0.7619,1.2843,0.0932,0.1455,2.233,0.1569,0.0486,1.3969,1.5733,0.7082,1.9088,1.7685,2.3295,0.729,1.1903,Control
Utah__A04,3.4465,0.6669,0.6554,0.0745,0.2505,0.002,0.7254,1.1688,0.1022,0.159,2.1844,0.0657,0.1175,1.2572,1.6415,0.5282,1.9522,1.8416,2.3071,0.7673,1.8681,Control
Utah__A05,3.1482,0.6783,0.6132,0.0385,0.3345,-0.1394,0.6997,1.2846,0.0507,0.1504,2.5268,0.0409,0.0159,1.3194,1.6744,0.449,1.5601,1.5813,1.9438,0.7984,1.4142,Control
Utah__A06,3.1389,0.6243,0.085,0.1258,0.2119,-0.1429,0.6681,1.2586,0.0867,0.1557,2.0798,0.0736,0.0485,1.2809,1.6206,0.5432,1.5133,1.5251,1.7701,0.7589,1.4178,Control
Utah__A07,3.3684,0.8804,0.9455,0.005,0.3066,-0.0564,0.8202,1.5482,0.0921,0.2024,2.1037,0.0618,-0.0304,1.5979,1.9084,0.5937,1.7971,1.761,2.0687,1.1167,1.7139,Control
Utah__A08,2.8998,0.6849,0.7944,-0.0872,0.4718,-0.1643,1.0401,1.6738,0.1369,0.1601,1.7967,0.0458,0.106,1.6228,2.0967,0.7188,1.6824,1.826,1.9766,1.4459,2.0481,Control
Utah__A09,3.5616,0.5976,0.7784,-0.0099,0.3707,-0.2088,0.8964,1.4823,0.1261,0.1713,2.0877,0.065,0.0338,1.4273,1.7813,0.4788,2.0098,1.8301,2.2759,0.958,1.8234,Control
Utah__A10,3.2808,0.7455,1.5207,0.011,0.2985,-0.1703,0.8986,1.4478,0.127,0.1456,2.136,0.0906,0.0508,1.695,1.9446,0.8546,2.0305,1.9018,2.2764,0.9953,1.5408,Control
Utah__A11,3.505,0.7678,1.6963,0.0744,0.2348,-0.199,0.8252,1.3103,0.0893,0.1168,2.0524,0.1125,0.0373,1.5808,1.3103,0.5235,2.0683,1.8037,2.1946,0.7513,1.1116,Control
Utah__A12,3.2066,0.3036,0.6982,0.0104,0.2533,-0.1645,0.3602,0.793,-0.0411,0.2178,1.7473,0.1519,0.0208,0.829,1.0697,0.4102,1.8233,1.4626,2.1972,0.4875,0.966,Control
Utah__B01,3.1895,0.4286,0.1725,-0.1119,0.4701,-0.2119,0.6788,1.5175,0.1506,0.2948,1.6757,0.0712,0.2077,1.1843,1.7635,0.3681,1.8587,1.8616,1.9259,0.7999,1.8629,Control
Utah__B02,3.6325,0.6955,0.8176,-0.0373,0.2717,-0.1484,0.6753,1.327,0.1291,0.1819,2.0639,0.0817,0.1293,1.2327,1.6682,0.5311,2.2224,1.9896,2.3159,0.7977,1.9283,Control
Utah__B03,3.5517,0.5557,0.7522,-0.0067,0.3838,-0.2217,0.7577,1.3191,0.1295,0.1505,1.7886,0.0384,0.1735,1.2872,1.6588,0.6034,2.0875,1.928,2.2308,0.7362,1.9704,BRCACancer
Utah__B04,2.6779,0.6588,0.8273,-0.125,0.2381,-0.1591,1.0639,1.3157,0.0721,0.1595,1.8958,0.0586,-0.0211,1.6113,2.0397,1.0259,1.7798,1.6774,1.8617,1.2485,1.7375,BRCACancer
Utah__B05,3.4943,0.5758,0.2616,-0.0229,0.2634,-0.1406,0.7101,1.1662,-0.0163,0.1815,2.1324,0.1419,0.0523,1.0486,1.4346,0.5451,1.7458,1.5625,1.6891,0.7467,1.2706,BRCACancer
Utah__B06,2.8579,0.384,0.406,-0.1044,0.2512,-0.0506,0.4471,1.0354,0.1045,0.3013,1.4019,0.0949,0.2272,1.1998,1.4147,0.6204,1.367,1.396,1.5834,0.5349,1.2238,BRCACancer
Utah__B07,3.6346,0.742,1.3816,0.0163,0.4286,-0.021,0.7412,1.4615,0.1273,0.2,2.1589,0.0667,0.1821,1.5968,1.7154,0.8214,2.1967,2.042,2.399,0.852,1.8102,BRCACancer
Utah__B08,3.6481,0.8225,0.8476,-0.0153,0.4204,-0.0275,0.61,1.3162,0.099,0.1314,2.4005,0.1417,0.0136,1.3014,1.3524,0.2906,1.8577,1.735,2.1856,0.5472,1.5385,Control
Utah__B09,2.4775,0.6355,0.547,-0.1209,0.5005,-0.3103,1.0793,1.2654,0.0435,0.1394,1.9835,0.0909,0.0192,1.4869,1.8252,0.8789,1.0941,1.6522,1.3136,1.4387,1.5932,Control
Utah__B10,2.7911,0.5129,0.6708,-0.0648,0.4129,-0.3158,0.653,1.2354,0.0445,0.1135,1.6909,0.0554,-0.0298,1.3158,1.7593,0.6513,1.5382,1.7357,1.9387,1.0385,1.3611,Control
Utah__B11,3.1519,0.6498,0.4263,0.0217,0.2745,-0.1722,0.6456,1.2639,0.0731,0.1454,2.5514,0.0992,-0.0083,1.2394,1.5069,0.329,2.0711,1.5131,1.9301,0.6083,1.4666,Control
Utah__B12,1.8113,0.4522,0.0275,-0.0097,0.2548,-0.2783,0.7693,0.9706,-0.0029,0.0993,1.5744,0.0652,-0.035,1.2496,1.6797,0.4163,0.8855,1.2247,0.6883,1.2054,1.2391,Control
Utah__C01,3.0954,0.7783,0.7637,-0.0297,0.2919,-0.107,0.793,1.3065,0.067,0.1604,2.3286,0.0883,0.0847,1.4486,1.7293,0.4829,1.52,1.6565,1.8839,0.9237,1.4275,BRCACancer
Utah__C02,3.2491,0.71,0.6235,-0.002,0.3256,-0.1012,0.6055,1.1323,0.0542,0.2294,2.3928,0.1421,0.0522,1.161,1.5206,0.4066,1.8474,1.9699,2.1965,0.7432,1.7731,BRCACancer
Utah__C03,3.3951,0.8763,1.3299,-0.0207,0.3149,-0.0701,0.8357,1.365,0.076,0.187,2.4922,0.1245,0.1188,1.5667,1.7236,0.8292,2.0737,2.0717,2.4621,0.9764,1.4777,BRCACancer
Utah__C04,2.9328,0.5531,0.0143,-0.0473,0.1876,-0.2033,0.4721,0.8616,0.0029,0.1243,2.499,0.1062,0.0404,0.8148,1.0864,0.1667,1.5864,1.7615,1.9319,0.4544,0.9663,Control
Utah__C05,3.0865,0.5378,0.4989,0.0106,0.1549,-0.1575,0.4225,0.8652,-0.0078,0.146,1.9697,0.0984,0.0384,0.9884,1.2425,0.2542,1.5636,1.6326,1.9464,0.4521,1.1391,BRCACancer
Utah__C06,0.7364,0.3294,0.2754,-0.0542,0.1467,-0.0101,0.3676,0.3562,-0.073,0.0264,0.7769,-4e-04,0.2162,0.2883,0.5439,0.1564,0.7669,0.9764,0.8649,0.2612,0.2518,Control
Utah__C07,3.4862,0.6475,0.9656,0.0321,0.0818,-0.1611,0.4915,0.9374,0.019,0.1654,2.1308,0.0479,0.1022,1.0929,1.3485,0.4417,1.9807,1.9472,2.6194,0.5717,1.0504,Control
Utah__C08,3.549,0.6612,1.0073,-0.0828,0.2332,-0.1195,0.5404,1.2168,0.1105,0.2218,2.2263,0.0867,0.0585,1.0872,1.4237,0.4352,1.9382,2.0522,2.3782,0.6171,1.5423,Control
Utah__C09,3.1496,0.7436,0.8587,-0.0241,0.2626,-0.2114,0.4842,0.9385,0.0277,0.136,2.0636,0.1279,0.044,1.0315,1.3158,0.3512,1.8153,1.7214,2.2364,0.5408,1.4666,Control
Utah__C10,3.0862,0.6179,0.3493,-0.0043,0.3344,-0.177,0.4127,0.9211,0.0047,0.1553,2.1618,0.0606,0.0142,0.9144,1.5058,0.302,1.7169,1.7324,1.9869,0.6646,1.5194,BRCACancer
