@relation data

@attribute id string
@attribute 10498 numeric
@attribute 1956 numeric
@attribute 2033 numeric
@attribute 2065 numeric
@attribute 2066 numeric
@attribute 2099 numeric
@attribute 23426 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3569 numeric
@attribute 3572 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6774 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.4779,-0.0786,1.911,-0.0655,-0.1214,0.014,-0.0185,1.6544,0.4247,0.0682,2.3534,1.6169,1.8391,1.4782,1.7309,1.0783,0.718,1.7847,0.75,1.1294,1.4485,Control
Utah__A02,0.4197,0.0036,1.6897,-0.1144,-0.0439,0.0666,-0.1052,1.493,0.3701,-0.0126,1.8413,1.3286,2.0614,1.1561,1.6299,1.0214,0.4692,1.5429,0.7973,0.9018,1.3068,Control
Utah__A03,0.5812,-0.0126,1.9277,-0.0871,-0.0742,0.0151,-0.1343,1.7906,0.3745,-0.024,1.8189,1.4291,2.1951,1.3011,1.8758,1.0584,0.6904,1.7349,0.7917,1.1313,1.4789,Control
Utah__A04,0.4479,-0.0237,1.63,-0.1089,-0.0666,0.0222,-0.1057,1.4914,0.3589,0.0645,1.9494,1.383,2.1245,1.4673,1.7145,1.0435,0.4999,1.6725,0.7946,1.0307,1.39,Control
Utah__A05,0.5925,-0.0402,1.9476,-0.1041,-0.0665,0.0326,-0.0403,1.8851,0.4809,0.0647,1.9837,1.5208,2.1197,1.3057,1.9408,1.1978,0.7099,1.808,0.89,1.0492,1.4436,Control
Utah__A06,0.3986,-0.0106,1.8282,-0.0843,-0.0703,-0.0276,-0.0841,1.5864,0.2391,-0.0902,1.8504,1.4163,1.9994,1.3466,1.8446,0.9874,0.6673,1.7489,0.7604,0.8863,1.3629,Control
Utah__A07,0.4069,-0.0137,1.9341,-0.1045,-0.0678,0.0563,-0.0658,1.89,0.3621,0.2398,2.1661,1.6368,1.974,1.6128,1.882,0.9702,0.8479,1.7704,0.7917,1.1809,1.417,Control
Utah__A08,0.349,-0.0387,2.0256,-0.1155,-0.1016,0.0114,-0.0596,1.7425,0.2915,0.1354,2.2877,1.8021,2.0798,1.7107,1.9122,0.9939,0.8635,1.7386,0.777,1.4746,1.3521,Control
Utah__A09,0.3911,-0.0275,1.9246,-0.0751,-0.0882,0.0714,-0.0778,1.8554,0.3464,0.1209,2.1267,1.4941,1.9891,1.5301,1.8315,0.99,0.7596,1.6393,0.7709,1.0011,1.3322,Control
Utah__A10,0.4638,-0.0564,1.9583,-0.088,-0.0962,-0.0013,-0.0729,1.8284,0.3978,-0.076,2.0438,1.743,2.143,1.6455,1.9225,0.9237,0.7992,1.7838,0.7829,1.3376,1.454,Control
Utah__A11,0.3214,-0.0127,1.7813,-0.0853,-0.048,0.0042,-0.0721,1.5674,0.2849,0.1171,1.278,1.2242,1.5704,1.2045,1.8048,0.9765,0.5921,1.2871,0.5757,0.7411,1.2256,Control
Utah__A12,0.1067,0.1107,0.9995,-0.0123,-0.0046,0.0234,-0.1175,1.1338,0.1934,0.0935,1.5421,0.9277,1.6025,0.9724,1.2884,0.6537,0.3092,1.1725,0.5602,0.5264,0.92,Control
Utah__B01,0.1479,0.0172,1.7081,0.0718,-0.0871,-0.0022,-0.0496,1.513,0.1464,-0.0831,2.5926,1.4936,1.9253,1.579,1.5393,0.7649,0.6422,1.6457,0.5727,0.9155,1.2138,Control
Utah__B02,0.4618,-0.0214,1.7695,-0.0236,-0.0826,0.0081,-0.0326,1.6209,0.3374,0.0837,2.2983,1.4558,2.0769,1.7588,1.7139,1.0793,0.6051,1.8628,0.8993,0.8818,1.4263,Control
Utah__B03,0.3643,-0.0516,1.7464,-0.0217,-0.1032,-0.0515,-0.0167,1.5833,0.2578,-0.0777,2.1477,1.5497,1.9938,1.9606,1.7231,0.9322,0.6391,1.7257,0.7096,0.9292,1.3449,BRCACancer
Utah__B04,0.3081,-0.018,1.9242,-0.1055,-0.0779,0.0277,-0.1209,1.6575,0.1672,-0.0454,2.3348,1.609,2.0074,1.5843,1.892,0.7103,0.7937,1.725,0.7034,1.4407,1.3225,BRCACancer
Utah__B05,0.3349,0.0442,1.758,-0.0768,-0.0395,0.0152,-0.1512,1.5074,0.23,-0.0785,1.5265,1.1758,2.163,1.6637,1.7712,0.8091,0.4861,1.4207,0.7378,0.7814,1.2257,BRCACancer
Utah__B06,-0.0497,-0.005,1.3232,0.0909,-0.0401,-0.0299,-0.0791,1.1253,-0.0263,-0.0569,1.8023,1.137,1.4569,1.3797,1.2783,0.5053,0.5274,1.4508,0.4776,0.7812,1.0757,BRCACancer
Utah__B07,0.467,-0.0147,1.9144,-0.1035,-0.0631,-0.0075,-0.0664,1.6451,0.3789,-0.0371,2.159,1.5902,2.0896,1.5748,1.792,1.0321,0.6798,1.951,0.879,1.1794,1.4321,BRCACancer
Utah__B08,0.4512,-0.0666,1.6647,-0.0181,-0.1078,-0.018,-0.0281,1.6528,0.3671,0.0547,1.8301,1.3514,1.8077,1.132,1.6981,1.0572,0.667,1.5728,0.7952,0.7595,1.2814,Control
Utah__B09,0.2213,-0.04,1.8836,-0.0523,-0.1043,-0.0212,-0.0847,1.6703,0.2529,-0.0347,2.0124,1.4071,1.6827,1.491,1.8255,0.6103,0.7209,1.5204,0.6547,1.2234,1.2619,Control
Utah__B10,0.1533,-2e-04,1.7164,-0.0943,-0.0728,0.0035,-0.1033,1.5222,0.2365,-0.0171,2.0076,1.4557,2.015,1.4619,1.7394,0.6316,0.6102,1.466,0.7099,1.057,1.1455,Control
Utah__B11,0.3713,-0.0171,1.8336,-0.0811,-0.0485,0.0219,-0.0717,1.7628,0.4132,-0.0928,1.7964,1.4217,1.9382,1.24,1.6375,0.9134,0.5357,1.3773,0.7097,0.9509,1.2212,Control
Utah__B12,0.1128,-0.0579,1.5738,-0.0841,-0.0668,0.0101,-0.1011,1.3374,0.2142,-0.0318,2.1103,1.1501,1.2222,1.1456,1.4211,0.4982,0.613,1.2915,0.5071,1.0116,1.0188,Control
Utah__C01,0.554,-0.0121,2.0778,-0.0885,-0.0582,0.0745,-0.0852,1.8228,0.4401,0.0797,1.8138,1.3664,2.0354,1.2568,1.903,1.0379,0.7845,1.7093,0.7971,1.0359,1.4228,BRCACancer
Utah__C02,0.4903,0.0186,1.6525,-0.1391,-0.0404,0.0648,-0.09,1.5148,0.5316,0.1329,1.9185,1.4157,1.9216,1.2932,1.6208,1.072,0.5194,1.7086,0.8402,0.9083,1.2386,BRCACancer
Utah__C03,0.6553,-0.0175,1.9071,-0.1364,-0.0531,0.0543,-0.0634,1.5281,0.5973,0.0194,1.9165,1.5104,2.1422,1.2173,1.816,1.1353,0.6452,1.8787,0.9851,1.1329,1.4177,BRCACancer
Utah__C04,0.4215,-0.0164,1.3682,-0.0763,-0.063,0.0565,-0.0946,1.2653,0.409,-0.1314,1.5876,0.7955,1.3223,0.7671,1.4351,0.963,0.4421,1.0573,0.5596,0.4567,1.1603,Control
Utah__C05,0.3744,5e-04,1.4051,-0.0691,-0.0425,0.0177,-0.097,1.157,0.2915,-0.0474,1.4854,0.937,1.636,0.8638,1.4746,0.8555,0.3541,1.2742,0.641,0.4931,1.1399,BRCACancer
Utah__C06,0.0078,0.0241,0.4759,-0.0137,-0.0735,-0.1125,-0.072,0.5373,0.1733,0.0804,0.5405,0.2206,0.3699,0.3392,0.6234,0.3,0.1726,0.3849,0.1502,0.0625,0.4919,Control
Utah__C07,0.3073,0.0108,1.5378,-0.0998,-0.0388,0.0371,-0.0675,1.2729,0.3587,0.0436,1.4498,1.1736,1.8423,1.0366,1.5948,0.7808,0.354,1.4035,0.6527,0.6257,1.1854,Control
Utah__C08,0.4139,-0.0166,1.7238,-0.099,-0.0702,-0.0085,-0.0643,1.422,0.4274,0.0599,1.9166,1.2968,1.8845,1.1417,1.5956,0.9573,0.4706,1.4509,0.7215,0.8111,1.2555,Control
Utah__C09,0.4426,-0.036,1.4065,-0.0563,-0.0719,-0.0144,-0.0887,1.2543,0.3039,-0.083,1.5399,1.1689,2.0143,1.0607,1.4942,0.8657,0.4155,1.3951,0.7537,0.6941,1.1785,Control
Utah__C10,0.3652,0.0033,1.3383,-0.0354,-0.0433,0.008,-0.0565,1.2466,0.3144,-0.0957,2.0607,1.2759,2.1015,1.0398,1.5345,0.8389,0.3739,1.5473,0.8254,0.7272,1.119,BRCACancer
Utah__C11,0.5983,-0.0424,1.7947,-0.0515,-0.1023,0.0071,-0.0625,1.5471,0.5154,-0.1299,1.9883,1.2004,1.9033,1.0752,1.6696,1.0236,0.5591,1.5501,0.7797,0.8182,1.2935,Control
Utah__C12,0.2851,-0.0248,1.268,-0.0567,-0.0587,0.0458,-0.0928,1.142,0.3067,0.0397,1.3483,0.7596,1.3512,0.6171,1.3945,0.8239,0.2591,0.951,0.4821,0.4133,1.0046,BRCACancer
Utah__D01,0.4154,-0.061,1.9041,-0.0765,-0.1429,-0.0488,-0.0554,1.5919,0.3705,0.0554,2.0481,1.312,1.3371,1.3663,1.6488,0.7443,0.8608,1.628,0.5928,1.1326,1.2333,BRCACancer
Utah__D02,0.3888,-0.0556,1.7092,-0.0645,-0.0786,-0.028,-0.0448,1.405,0.4595,-0.0507,1.6359,1.1682,1.9303,0.9756,1.6835,0.9003,0.4283,1.3323,0.7361,0.7378,1.1711,BRCACancer
Utah__D03,0.3566,-0.0364,1.6142,-0.0787,-0.0585,0.0131,-0.1271,1.4209,0.3398,0.0359,1.4167,1.0319,1.8491,0.7997,1.6203,0.8992,0.4051,1.3704,0.5892,0.5983,1.1635,BRCACancer
Utah__D04,0.4311,-0.0253,1.7628,-0.0712,-0.0674,-0.0066,-0.0677,1.6436,0.4751,-0.0173,1.594,1.2443,1.7452,1.105,1.6468,0.9744,0.5809,1.3615,0.7168,0.832,1.273,BRCACancer
Utah__D05,0.41,0.0045,1.5501,-0.0915,-0.0345,0.0301,-0.0899,1.5329,0.3408,0.1512,1.6629,1.1472,1.8837,0.9971,1.6712,0.8024,0.4972,1.6094,0.8859,0.7056,1.2654,BRCACancer
Utah__D06,0.5274,-0.0137,1.7347,-0.0479,-0.0839,-0.0212,-0.0919,1.5268,0.5254,-0.0423,1.7643,1.2669,1.9011,1.1845,1.6859,1.0468,0.6032,1.6458,0.7551,0.8872,1.2474,BRCACancer
Utah__D07,0.4645,-0.014,1.68,-0.0732,-0.0556,-0.0136,-0.0667,1.4392,0.4486,-0.0679,1.4713,1.2295,1.8587,1.1748,1.6863,0.9191,0.5068,1.6109,0.7719,0.8114,1.3528,Control
Utah__D08,0.3404,0.0229,1.2928,-0.0231,-0.0698,-0.0163,-0.0911,1.2707,0.3274,0.1076,1.7267,0.9784,1.5985,0.9885,1.507,0.7999,0.3761,1.2191,0.5358,0.548,1.0548,Control
Utah__D09,0.4808,-0.0045,1.5785,-0.0796,-0.0635,-0.0012,-0.0893,1.436,0.4255,-0.004,1.7641,1.1492,1.7435,1.0877,1.5424,1.0233,0.4795,1.51,0.7436,0.7366,1.1389,Control
Utah__D10,0.3479,-0.0098,1.6672,-0.0329,-0.0693,0.0072,-0.0764,1.5974,0.399,0.0768,1.4459,1.0523,1.6299,0.8371,1.6398,0.8307,0.4352,1.2569,0.6027,0.6156,1.1575,Control
Utah__D11,0.1359,0.0056,0.8645,0.0188,-0.1278,-0.1078,-0.0837,0.8122,0.2093,0.0353,1.1711,0.5499,0.8644,0.567,0.9269,0.3696,0.4496,0.6585,0.3364,0.2578,0.7297,Control
Utah__D12,0.3908,-0.0204,1.4529,-0.0678,-0.0826,-0.039,-0.0471,1.4241,0.3495,-0.1288,1.4267,0.8528,1.2766,0.7392,1.4606,0.9396,0.4131,1.0621,0.5084,0.4705,1.0881,Control
Utah__E01,0.2974,-0.032,1.4227,-0.0739,-0.0539,0.0057,-0.0192,1.4116,0.2692,-0.0734,1.4189,0.9402,1.563,1.0359,1.5443,0.7623,0.3989,1.3296,0.6753,0.5932,1.2202,BRCACancer
Utah__E02,0.4917,-0.0163,1.6809,-0.0319,-0.0489,0.045,-0.0289,1.4133,0.4344,-0.048,1.9192,1.4524,2.0246,1.2778,1.5675,0.9903,0.5313,1.5869,0.812,0.8892,1.2461,Control
Utah__E03,0.4909,-0.011,1.7404,-0.0694,-0.0605,0.0069,-0.0099,1.6152,0.4726,0.1049,1.7414,1.1103,1.8498,0.9588,1.789,1.1162,0.5378,1.3768,0.6447,0.5951,1.3028,Control
Utah__E04,0.5561,-0.0248,1.7296,-0.0723,-0.0523,0.036,-0.0159,1.5558,0.5619,0.0423,2.2411,1.3251,1.7095,1.1632,1.6798,1.2547,0.5313,1.6969,0.9792,0.8603,1.2814,Control
Utah__E05,0.4219,0.0633,1.602,-0.0697,-0.068,-0.0176,-0.1349,1.2276,0.393,0.0125,2.1861,1.3465,1.8211,1.2799,1.4386,0.7859,0.3818,1.4168,0.6624,0.9197,1.0564,Control
Utah__E06,0.2069,0.0836,1.5098,-0.0557,-0.0548,-0.0131,-0.0971,1.2885,0.0917,-0.0407,1.3305,1.0227,1.8502,0.9492,1.4141,0.451,0.4372,1.3193,0.5419,0.7621,1.0516,BRCACancer
Utah__E07,0.524,-0.0162,1.8051,-0.0951,-0.0774,-0.0302,-0.0727,1.5248,0.4924,0.0067,1.7652,1.1695,1.9322,1.0454,1.6611,0.9315,0.5015,1.6164,0.7957,0.8202,1.2399,BRCACancer
Utah__E08,0.4869,-0.0508,1.7728,-0.1055,-0.0623,7e-04,-0.0169,1.5424,0.44,0.0047,2.0031,1.359,1.9206,1.2004,1.6571,1.0385,0.5719,1.5775,0.8305,0.8492,1.3441,Control
Utah__E09,0.4594,-0.0336,1.6906,-0.0872,-0.0431,-0.0207,-0.0661,1.58,0.5062,-0.0782,1.7166,1.2519,1.8984,1.0655,1.6549,1.0574,0.4291,1.3763,0.7454,0.746,1.2724,BRCACancer
Utah__E10,0.4953,-0.0088,1.9716,-0.0836,-0.0627,-0.0122,-0.0917,1.6937,0.4806,0.1541,1.9754,1.4629,1.8925,1.2944,1.7701,0.9538,0.716,1.7278,0.8213,1.0442,1.2951,BRCACancer
Utah__E11,0.3497,0.001,1.4386,-0.07,-0.0662,-0.0209,-0.0741,1.4043,0.3396,0.0349,1.6994,1.0499,1.7424,0.9745,1.55,0.8246,0.396,1.3781,0.6387,0.6349,1.2001,Control
Utah__E12,0.19,-0.0339,1.2645,0.0311,-0.0609,-0.0032,0.0043,1.2328,0.229,-0.2158,1.1983,0.8682,1.6952,0.8101,1.556,0.6269,0.3852,1.1409,0.5768,0.4624,1.007,BRCACancer
Utah__F01,0.5747,-0.0175,1.9868,-0.0771,-0.0893,0.0289,-0.1046,1.6285,0.4216,0.1651,2.119,1.4425,1.6659,1.2872,1.6642,1.1495,0.6658,1.6954,0.7212,0.9725,1.372,Control
Utah__F02,0.5945,-0.0203,1.797,-0.0513,-0.0887,0.0078,-0.0376,1.5597,0.5442,0.152,2.0292,1.4272,1.8849,1.3267,1.6709,1.1244,0.5733,1.76,0.8616,0.9537,1.3138,Control
Utah__F03,0.4888,0.0096,1.6226,-0.0746,-0.0483,-0.0094,-0.1216,1.4034,0.3421,0.1711,1.5486,1.2749,1.9082,1.0025,1.6849,0.9896,0.4068,1.4986,0.7601,0.7459,1.2331,Control
Utah__F04,0.4346,-0.0213,1.9497,-0.0698,-0.0943,-0.0707,-0.112,1.6381,0.3442,0.0242,1.7693,1.2248,1.6057,1.2618,1.7386,0.8957,0.6629,1.6153,0.6541,0.9993,1.309,Control
Utah__F05,0.5031,0.0026,1.6699,-0.0066,-0.0711,-0.0199,-0.073,1.5204,0.4091,0.1769,2.0621,1.3361,1.867,1.1734,1.6335,1.0389,0.5032,1.7225,0.7897,0.7674,1.2994,Control
Utah__F06,0.361,0.0169,1.495,-0.0779,-0.0754,0.0242,-0.1447,1.3718,0.2289,-0.0963,1.643,1.0259,1.63,0.8545,1.5332,0.9283,0.4567,1.3846,0.6131,0.5529,1.189,Control
Utah__F07,0.458,-0.0479,1.8348,-0.0548,-0.0869,0.004,-0.0808,1.5144,0.315,0.0686,2.3036,1.4829,1.9051,1.4154,1.6839,0.9602,0.6142,1.5742,0.7825,1.0511,1.2903,Control
Utah__F09,0.7402,-0.0338,1.781,-0.0769,-0.0832,-0.0052,-0.0353,1.6337,0.5778,0.1308,2.056,1.4768,1.8489,1.2371,1.6678,1.2834,0.5687,1.8764,0.9333,0.9554,1.3188,Control
