@relation data

@attribute id string
@attribute 10452 numeric
@attribute 11261 numeric
@attribute 1432 numeric
@attribute 1616 numeric
@attribute 2876 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 317 numeric
@attribute 4217 numeric
@attribute 4741 numeric
@attribute 4744 numeric
@attribute 4747 numeric
@attribute 4842 numeric
@attribute 54205 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5630 numeric
@attribute 572 numeric
@attribute 57679 numeric
@attribute 581 numeric
@attribute 5868 numeric
@attribute 5879 numeric
@attribute 596 numeric
@attribute 5961 numeric
@attribute 598 numeric
@attribute 6300 numeric
@attribute 637 numeric
@attribute 63928 numeric
@attribute 6506 numeric
@attribute 6647 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7157 numeric
@attribute 79139 numeric
@attribute 834 numeric
@attribute 836 numeric
@attribute 84134 numeric
@attribute 842 numeric
@attribute 847 numeric
@attribute 9973 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.3735,1.0836,1.4426,0.7623,1.4486,-0.0962,-0.1511,-0.1056,-0.0859,-0.1633,-0.1108,-0.1634,1.7487,0.9845,-0.0704,-0.114,0.5656,-0.1277,0.7163,0.7188,1.2834,1.3861,1.3083,-0.0276,0.9875,0.744,0.7028,0.1203,0.2521,0.4853,0.8923,1.1676,0.6432,1.598,-0.061,0.5223,-0.1615,0.857,-0.1703,-0.1005,0.9827,0.4095,1.2525,0.7723,1.8974,2.6174,1.24,0.6389,0.8952,1.2683,0.6964,Control
Utah__A02,0.3245,1.2081,1.1508,0.7021,1.1041,-0.0841,-0.0765,-0.1277,-0.145,-0.1543,-0.1299,-0.0956,1.6818,0.8053,-0.0915,-0.1732,0.3904,-0.0985,0.7423,0.5951,0.9381,1.0792,1.0862,-0.0188,0.9234,0.722,0.2931,0.0686,0.1564,0.3388,0.8377,0.7984,0.4992,0.7606,0.0739,0.476,-0.0835,0.8393,-0.1489,-0.1086,0.6445,0.4322,1.1877,0.5902,1.8278,3.1109,1.2187,0.5162,0.614,1.1436,0.4452,Control
Utah__A03,0.427,1.2905,1.3711,0.73,1.4731,-0.0862,-0.0819,-0.1317,-0.1039,-0.1832,-0.069,-0.0885,1.8237,1.0094,-0.1024,-0.0575,0.1442,-0.162,0.9311,0.7523,1.2109,1.1587,1.2757,0.0192,0.9564,1.0145,0.429,0.0787,0.1963,0.5444,1.0834,1.0032,0.7305,0.6724,0.0693,0.631,-0.0697,1.0016,-0.1553,-0.1414,0.7661,0.5375,1.399,0.8387,2.0584,3.0749,1.3606,0.7178,0.8989,1.2005,0.6064,Control
Utah__A04,0.4294,1.2439,1.2559,0.6518,0.9343,-0.0994,-0.04,-0.0382,-0.1311,-0.1303,-0.0465,0.0365,1.5078,0.9356,-0.1219,-0.093,0.767,-0.1138,0.7592,0.6673,0.9279,1.2414,1.2229,0.1305,1.0754,0.781,0.3654,0.1504,0.2622,0.3522,0.878,0.9867,0.4506,0.8481,0.0421,0.3932,0.0483,0.9414,-0.1097,-0.1312,0.7402,0.3432,1.102,0.598,1.8376,2.5399,1.1395,0.4617,0.7606,1.2095,0.4727,Control
Utah__A05,0.523,1.4303,1.5137,0.7097,1.3317,-0.081,-0.0889,-0.0388,-0.0886,-0.1205,-0.0569,0.0478,1.9445,1.0498,-0.1235,-0.0212,0.473,-0.1108,0.7999,0.7731,1.0818,1.1595,1.3093,0.0999,0.9611,0.9779,0.5039,0.1465,0.324,0.4227,1.072,1.0144,0.6788,0.8722,-0.0108,0.554,0.0263,0.9599,-0.0463,-0.0524,0.7175,0.365,1.3902,0.7928,2.0003,3.0578,1.4523,0.6825,0.9986,1.3345,0.627,Control
Utah__A06,0.4028,1.3782,1.2007,0.6534,1.4884,-0.0731,-0.0765,-0.1525,-0.0784,-0.1435,-0.179,-0.1929,1.7899,0.8568,-0.1217,-0.1186,0.0845,-0.1223,0.7842,0.6198,0.9413,0.9185,1.1603,-0.0898,0.8385,0.8196,0.6103,0.0736,0.24,0.3704,0.8501,0.8709,0.5315,0.7888,0.0405,0.4466,-0.1287,0.8533,-0.0782,-0.1442,0.6315,0.4132,1.2785,0.6071,1.8601,2.8777,1.162,0.6018,0.9562,1.3107,0.5211,Control
Utah__A07,0.2463,1.2981,1.592,0.6918,0.7344,-0.0667,-0.072,-0.0926,-0.1392,-0.1642,-0.104,-0.1209,1.9755,1.1016,-0.0781,-0.0758,0.3903,-0.1515,0.7672,1.0264,1.3182,1.183,1.5746,-0.077,0.9238,0.7471,0.5968,0.069,0.246,0.5134,0.8711,1.1073,0.7067,1.3272,0.0219,0.5922,-0.1294,0.999,-0.1265,-0.1389,0.7499,0.4675,1.4729,0.6983,1.9254,2.8845,1.4389,0.6966,0.8141,1.4255,0.6595,Control
Utah__A08,0.367,1.0904,1.6309,0.589,1.0285,-0.1273,-0.1384,-0.1079,-0.1323,-0.1544,-0.1041,-0.2233,1.7175,1.249,-0.1176,-0.095,0.361,-0.0934,0.5666,1.1569,1.4563,1.5413,1.7633,-0.0922,0.7799,0.6866,0.7273,0.1003,0.0928,0.5287,0.7049,1.2503,0.7992,1.971,-0.0157,0.5837,-0.107,0.871,-0.2256,-0.1216,0.6507,0.2445,1.1343,0.6576,1.8475,2.409,1.041,0.5318,0.7207,1.2602,0.4962,Control
Utah__A09,0.3573,1.2329,1.435,0.6624,0.8639,-0.0632,-0.0576,-0.1162,-0.1105,-0.16,-0.1135,-0.1044,1.731,1.025,-0.1235,-0.043,0.6178,-0.1614,0.6669,0.866,1.231,1.1713,1.3831,-0.0205,0.8347,0.8065,0.5458,0.0745,0.2173,0.4212,0.8757,0.9029,0.5778,1.6289,0.018,0.5053,-0.0855,0.8926,-0.1669,-0.1313,0.709,0.3484,1.1571,0.5363,1.9608,2.7714,1.0344,0.5415,0.7421,1.2701,0.5692,Control
Utah__A10,0.3836,1.2005,1.7367,0.6508,1.0374,-0.0954,-0.0799,-0.0598,-0.1253,-0.1136,-0.1116,-0.0326,1.885,1.3032,-0.0824,-0.1269,0.4512,-0.1279,0.5994,1.0757,1.2426,1.4321,1.623,-0.0018,0.996,0.7525,0.6755,0.1018,0.2166,0.5808,0.8864,1.1012,0.709,1.1995,-0.0998,0.6472,0.0165,0.8767,-0.1165,-0.0947,0.6707,0.4505,1.3434,0.5893,1.9336,2.9161,1.2447,0.6573,0.9479,1.3122,0.5717,Control
