@relation data

@attribute id string
@attribute 10672 numeric
@attribute 107 numeric
@attribute 128272 numeric
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2185 numeric
@attribute 22899 numeric
@attribute 23229 numeric
@attribute 23236 numeric
@attribute 23365 numeric
@attribute 23370 numeric
@attribute 27237 numeric
@attribute 2768 numeric
@attribute 2770 numeric
@attribute 2776 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 387 numeric
@attribute 4660 numeric
@attribute 50649 numeric
@attribute 50650 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 6093 numeric
@attribute 6885 numeric
@attribute 7984 numeric
@attribute 8874 numeric
@attribute 9002 numeric
@attribute 9138 numeric
@attribute 9181 numeric
@attribute 9459 numeric
@attribute 9639 numeric
@attribute 9826 numeric
@attribute 9828 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.7668,-0.0192,0.2732,-0.0838,1.0973,1.1554,-0.0997,0.5148,0.4303,0.7274,1.2165,-0.0228,0.3457,0.0556,0.6216,1.414,-0.1115,0.7773,0.304,-0.0501,1.5024,1.6169,1.8391,1.4782,0.5523,1.0332,1.5327,1.4603,0.3975,0.7689,0.22,1.5895,1.0629,1.537,0.0708,0.7293,-0.0287,Control
Utah__A02,1.4302,0.0821,0.3306,-0.0682,1.2804,0.9821,-0.1216,0.3053,0.2262,0.7298,0.7903,0.0682,0.3107,0.0367,0.1857,1.3774,-0.0107,0.5327,0.1908,-0.0156,1.2755,1.3286,2.0614,1.1561,0.1715,0.6697,1.2476,1.1513,0.1181,0.5586,0.2238,1.3715,0.8867,1.3369,0.1236,0.6349,-0.0423,Control
Utah__A03,1.8768,0.0731,0.3349,-0.0986,1.2971,1.1527,-0.0552,0.3967,0.3007,0.8553,0.9904,0.0085,0.3364,0.0398,0.4253,1.4718,-0.1264,0.88,0.3043,-0.0248,1.5653,1.4291,2.1951,1.3011,0.1678,0.9489,1.5227,1.3066,0.2398,0.6834,0.2828,1.4819,1.0801,1.552,0.0438,0.8468,-0.0088,Control
Utah__A04,1.614,0.0545,0.3635,-0.0334,1.2586,1.0681,-0.0786,0.3369,0.1828,0.6561,0.9836,0.0768,0.3788,0.0206,0.2721,1.4544,-0.0455,0.4995,0.2141,0.0327,1.2583,1.383,2.1245,1.4673,0.2858,0.7891,1.1775,1.2606,0.2937,0.5382,0.4664,1.502,0.9625,1.4355,0.0369,0.5663,-0.0194,Control
Utah__A05,1.719,0.0309,0.3186,-0.059,1.5179,1.2178,-0.0453,0.4115,0.4625,0.972,1.0073,0.1088,0.4563,0.0468,0.4482,1.553,-0.0806,0.6563,0.2795,0.0257,1.389,1.5208,2.1197,1.3057,0.2856,0.9233,1.4139,1.3929,0.1856,0.6522,0.4063,1.4898,1.1648,1.5714,0.0705,0.8208,0.0286,Control
Utah__A06,1.5893,0.0369,0.271,-0.0823,1.3354,1.1114,-0.1107,0.4699,0.3563,0.7782,0.8895,0.0262,0.356,0.0662,0.3223,1.3984,-0.1084,0.5764,0.2492,-0.0719,1.3254,1.4163,1.9994,1.3466,0.2749,0.8755,1.2959,1.2752,0.3587,0.6088,0.0538,1.4143,0.9632,1.4821,0.0926,0.7521,-0.0259,Control
Utah__A07,1.7342,0.0671,0.3166,-0.0981,1.3236,1.2608,-0.085,0.4903,0.8391,0.7036,0.9741,0.0323,0.5125,0.0378,0.8825,1.5046,-0.1539,0.8147,0.3923,-0.0024,1.5499,1.6368,1.974,1.6128,0.5058,1.2903,1.5516,1.5008,0.1904,0.7308,0.2102,1.4756,1.1235,1.6192,0.0858,0.8177,-0.0437,Control
Utah__A08,1.5661,0.0084,0.269,-0.0797,0.9057,1.2676,-0.0387,0.6394,0.6234,0.6019,1.117,-0.0969,0.4768,-0.0073,1.0342,1.4784,-0.0861,0.8852,0.5404,-0.0516,1.9053,1.8021,2.0798,1.7107,0.8574,1.3963,1.5885,1.6185,0.2049,0.8974,0.0519,1.4755,1.0506,1.5994,-0.0103,0.7183,-0.0416,Control
Utah__A09,1.6882,0.0396,0.3178,-0.1022,1.2126,1.1629,-0.0085,0.4689,0.7121,0.8477,0.9759,0.117,0.3822,-0.0253,0.861,1.3959,-0.1335,0.5829,0.3512,0.0019,1.4618,1.4941,1.9891,1.5301,0.5722,1.2298,1.5046,1.3452,0.3185,0.7178,0.2908,1.4688,0.9366,1.6544,0.1067,0.6354,-0.03,Control
Utah__A10,1.682,-0.0054,0.3064,-0.0788,1.5247,1.4018,-0.0775,0.5043,0.9357,0.9042,0.9311,-0.0131,0.418,0.1148,0.8051,1.4977,-0.1431,0.7836,0.4244,-0.0594,1.7209,1.743,2.143,1.6455,0.3634,1.2971,1.4727,1.6039,0.1463,0.7419,0.2171,1.4283,1.0654,1.6374,-0.0199,0.7552,-0.0188,Control
