@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10725 numeric
@attribute 11261 numeric
@attribute 123745 numeric
@attribute 1432 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23533 numeric
@attribute 25759 numeric
@attribute 26279 numeric
@attribute 30814 numeric
@attribute 3265 numeric
@attribute 3315 numeric
@attribute 3791 numeric
@attribute 3845 numeric
@attribute 391013 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 4846 numeric
@attribute 4893 numeric
@attribute 50487 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 56848 numeric
@attribute 572 numeric
@attribute 5743 numeric
@attribute 5747 numeric
@attribute 5829 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5894 numeric
@attribute 6300 numeric
@attribute 63928 numeric
@attribute 64600 numeric
@attribute 6714 numeric
@attribute 7422 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 842 numeric
@attribute 84647 numeric
@attribute 8503 numeric
@attribute 8681 numeric
@attribute 8877 numeric
@attribute 9047 numeric
@attribute 9261 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6002,1.2466,1.0836,2e-04,1.4426,0.6045,0.8246,1.3891,-0.1631,0.1003,-0.133,0.4247,0.2839,-0.0746,1.5983,-0.1244,0.4264,0.566,1.394,0.0372,0.1146,2.847,-0.0924,1.6169,1.5303,1.3241,1.8391,1.4782,0.1982,-0.0518,-0.0825,0.541,-0.198,1.7289,0.5941,0.7188,1.2834,1.3861,1.3083,0.5523,1.0332,-0.0542,1.7309,1.0783,-0.0276,0.9875,0.718,0.4255,0.188,0.2521,2.2148,0.2618,0.9824,0.6432,1.5768,0.0374,1.7847,-0.1615,-0.1703,0.0052,0.3629,0.2977,0.4155,0.464,0.2044,0.8952,-0.0753,0.1026,0.6991,0.2215,0.4703,0.9375,1.3608,Control
Utah__A02,0.3429,0.8984,1.2081,0.0288,1.1508,0.5571,0.607,1.0974,-0.134,0.1235,0.0302,0.3701,0.1815,-0.0117,1.3547,0.0305,0.3561,0.399,1.1231,0.0966,0.1074,3.0554,-3e-04,1.3286,1.3861,1.0956,2.0614,1.1561,0.1599,-0.0708,0.0619,0.4199,-0.1858,1.2376,0.584,0.5951,0.9381,1.0792,1.0862,0.1715,0.6697,-0.1266,1.6299,1.0214,-0.0188,0.9234,0.4692,0.2945,0.1344,0.1564,0.5809,0.117,0.7957,0.4992,1.469,-0.0162,1.5429,-0.0835,-0.1489,0.0506,0.3648,0.3654,0.3673,0.2477,-0.0422,0.614,-0.06,0.1135,0.3054,0.1089,0.5007,0.8165,1.0773,Control
Utah__A03,0.3568,1.1339,1.2905,-0.0184,1.3711,0.6699,0.7634,1.5442,-0.1664,0.2143,-0.0621,0.3745,0.274,-0.0217,1.6547,0.0504,0.3954,0.6686,1.3459,0.0383,0.1508,3.1476,-0.0197,1.4291,1.4305,1.2641,2.1951,1.3011,0.2603,-0.0493,0.0236,0.5097,-0.1014,1.3242,0.7859,0.7523,1.2109,1.1587,1.2757,0.1678,0.9489,-0.1293,1.8758,1.0584,0.0192,0.9564,0.6904,0.494,0.2115,0.1963,0.6453,0.1482,1.0696,0.7305,1.5848,0.0577,1.7349,-0.0697,-0.1553,-0.0604,0.5956,0.5188,0.2585,0.4022,-0.0424,0.8989,-0.1217,0.2773,0.5214,0.1508,0.6225,1.1352,1.3643,Control
Utah__A04,0.4955,0.9006,1.2439,0.0154,1.2559,0.6114,0.6935,1.3239,-0.0367,0.155,-0.0816,0.3589,0.2734,-0.0143,1.1941,-0.108,0.4685,0.4547,1.1899,0.0472,0.1494,3.093,0.0112,1.383,1.3728,1.2342,2.1245,1.4673,0.2795,0.0442,0.0279,0.324,-0.1458,1.312,0.4817,0.6673,0.9279,1.2414,1.2229,0.2858,0.7891,0.0079,1.7145,1.0435,0.1305,1.0754,0.4999,0.4226,0.1836,0.2622,0.4503,0.1496,0.8875,0.4506,1.5612,0.1433,1.6725,0.0483,-0.1097,-0.0426,0.3996,0.3696,0.2732,0.3282,-0.2316,0.7606,-0.1663,0.0439,0.3987,0.1936,0.6265,0.9351,1.2398,Control
Utah__A05,0.4795,1.1032,1.4303,-0.0355,1.5137,0.7362,0.7698,1.5325,-0.0431,0.1888,-0.1104,0.4809,0.4606,-0.0047,1.41,-0.0639,0.4397,0.4619,1.2552,0.0733,0.1132,3.3716,0.0413,1.5208,1.8135,1.3448,2.1197,1.3057,0.3911,0.0279,-0.0669,0.6523,-0.122,1.2008,0.7428,0.7731,1.0818,1.1595,1.3093,0.2856,0.9233,-0.0072,1.9408,1.1978,0.0999,0.9611,0.7099,0.4974,0.2676,0.324,0.7608,0.2717,1.1601,0.6788,1.5812,0.007,1.808,0.0263,-0.0463,0.0186,0.6218,0.4999,0.3608,0.3537,0.0525,0.9986,-0.0556,0.1894,0.5053,0.3432,0.617,1.0201,1.3013,Control
Utah__A06,0.4153,1.056,1.3782,-0.0214,1.2007,0.6349,0.7165,1.4078,-0.1633,0.0317,-0.0085,0.2391,0.2596,-0.0579,1.4342,0.0583,0.306,0.425,1.1824,0.0089,0.0799,2.9291,-0.0073,1.4163,1.4187,1.2303,1.9994,1.3466,0.1824,0.0536,0.0098,0.4123,-0.1602,1.1962,0.6112,0.6198,0.9413,0.9185,1.1603,0.2749,0.8755,-0.1821,1.8446,0.9874,-0.0898,0.8385,0.6673,0.3508,0.1687,0.24,0.7428,0.1119,0.9242,0.5315,1.5216,0.0317,1.7489,-0.1287,-0.0782,-0.0281,0.4104,0.5412,0.3895,0.3665,-0.0866,0.9562,-0.0663,0.1109,0.4826,0.0529,0.7038,1.01,1.1447,Control
Utah__A07,0.7253,1.238,1.2981,-0.0681,1.592,0.5857,0.7237,1.3584,-0.1534,0.1884,-0.0157,0.3621,0.3841,-0.0264,1.7087,-0.0232,0.3424,0.6062,1.37,-4e-04,0.123,2.9633,-0.0098,1.6368,1.5148,1.2868,1.974,1.6128,0.1921,-0.1046,-0.0235,0.6192,-0.1308,1.2837,0.6739,1.0264,1.3182,1.183,1.5746,0.5058,1.2903,-0.1545,1.882,0.9702,-0.077,0.9238,0.8479,0.4043,0.1543,0.246,0.8905,0.2084,0.9822,0.7067,1.6623,0.0088,1.7704,-0.1294,-0.1265,0.0369,0.3471,0.5401,0.7497,0.2803,-0.0888,0.8141,-0.1166,0.2134,0.4214,0.0775,0.6005,1.1051,1.5858,Control
Utah__A08,1.0592,1.3268,1.0904,0.0345,1.6309,0.5257,0.7148,1.3062,-0.1771,-0.0182,-0.043,0.2915,0.0912,-0.0611,1.6234,-0.0744,0.3838,0.8547,1.5498,0.0839,0.0875,2.7421,-0.0196,1.8021,1.5358,1.3083,2.0798,1.7107,0.159,0.0031,-0.0028,0.4231,-0.118,1.4764,0.7942,1.1569,1.4563,1.5413,1.7633,0.8574,1.3963,-0.1576,1.9122,0.9939,-0.0922,0.7799,0.8635,0.3356,0.1075,0.0928,0.4104,0.2121,0.9706,0.7992,1.4029,-0.0271,1.7386,-0.107,-0.2256,0.0122,0.3367,0.2175,0.555,0.3545,0.0187,0.7207,-0.0775,0.2596,0.5394,0.0506,0.5406,1.0468,1.6994,Control
Utah__A09,0.7398,1.1609,1.2329,-0.0223,1.435,0.5517,0.6732,1.3303,-0.1629,0.1139,-0.0426,0.3464,0.2415,-0.0299,1.5566,-0.0373,0.3486,0.5867,1.2669,0.0085,0.1392,2.9428,0.0414,1.4941,1.4418,1.2311,1.9891,1.5301,0.1611,-0.0301,0.0389,0.4106,-0.1187,1.3678,0.619,0.866,1.231,1.1713,1.3831,0.5722,1.2298,-0.151,1.8315,0.99,-0.0205,0.8347,0.7596,0.3503,0.1377,0.2173,0.6069,0.2016,0.8954,0.5778,1.4845,-0.0012,1.6393,-0.0855,-0.1669,0.0078,0.4405,0.431,0.4755,0.2703,0.0993,0.7421,-0.1198,0.1167,0.538,0.0325,0.5374,1.0301,1.4239,Control
Utah__A10,0.7924,1.2225,1.2005,-0.0029,1.7367,0.5517,0.7126,1.3987,-0.133,0.091,-0.0138,0.3978,0.3236,-0.0626,1.4421,-0.0661,0.3484,0.7044,1.3997,0.0145,0.0739,3.0526,0.0706,1.743,1.7142,1.2585,2.143,1.6455,0.2578,-0.0449,-0.0152,0.6973,-0.1018,1.2566,0.6952,1.0757,1.2426,1.4321,1.623,0.3634,1.2971,-0.0144,1.9225,0.9237,-0.0018,0.996,0.7992,0.4701,0.189,0.2166,1.134,0.2453,1.0213,0.709,1.5632,0.0614,1.7838,0.0165,-0.1165,-0.0201,0.4233,0.3441,0.479,0.3453,-0.0936,0.9479,-0.0982,0.3257,0.4287,0.2084,0.5963,1.0866,1.6004,Control
