@relation data

@attribute id string
@attribute 1173 numeric
@attribute 121916 numeric
@attribute 160 numeric
@attribute 1759 numeric
@attribute 2060 numeric
@attribute 273 numeric
@attribute 274 numeric
@attribute 29924 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 8301 numeric
@attribute 8867 numeric
@attribute 8871 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.4197,-0.1374,0.9278,0.06,1.4523,-0.066,0.6374,0.5536,0.7188,1.2834,1.3861,2.3173,1.1595,2.0808,1.932,1.2422,0.2946,Control
Utah__A02,1.4253,-0.0466,0.966,0.0046,1.3517,-0.0281,0.5479,0.4913,0.5951,0.9381,1.0792,2.331,0.9813,2.1764,1.6115,0.9419,0.1827,Control
Utah__A03,1.4715,-0.0784,1.137,0.1068,1.4894,-0.0193,0.5898,0.7334,0.7523,1.2109,1.1587,2.5215,1.2374,2.1323,1.9614,1.3299,0.2699,Control
Utah__A04,1.5759,-0.1799,0.9251,0.0885,1.4632,-0.0309,0.6405,0.5401,0.6673,0.9279,1.2414,2.6061,1.0291,2.2841,1.6447,0.8262,0.2897,Control
Utah__A05,1.677,-0.0516,1.2359,0.1451,1.5041,-0.0429,0.5955,0.8048,0.7731,1.0818,1.1595,2.2755,0.994,2.3856,1.86,1.1391,0.2713,Control
Utah__A06,1.4828,-0.1283,1.051,0.0466,1.3223,-0.0553,0.5131,0.6294,0.6198,0.9413,0.9185,2.2293,1.154,2.1384,1.7797,1.1162,0.2116,Control
Utah__A07,1.5403,-0.2206,1.0529,-0.02,1.4916,-0.0166,0.64,0.5577,1.0264,1.3182,1.183,2.2849,1.4581,2.178,2.3199,1.2093,0.2929,Control
Utah__A08,1.337,-0.0587,0.9344,-0.0293,1.6622,-0.0974,0.5656,0.5587,1.1569,1.4563,1.5413,2.199,1.2592,1.9223,2.4369,1.3002,0.3702,Control
Utah__A09,1.4405,-0.1353,0.9406,0.0622,1.4736,-0.0541,0.6594,0.5914,0.866,1.231,1.1713,2.2287,0.9544,2.3056,2.3609,1.2068,0.2333,Control
Utah__A10,1.5258,-0.1257,0.8963,0.0876,1.7552,-0.0606,0.582,0.608,1.0757,1.2426,1.4321,2.2654,1.2719,2.2472,2.3835,1.1557,0.175,Control
Utah__A11,1.2025,-0.1231,0.8519,-0.0121,1.2603,-0.0541,0.4431,0.4551,0.6176,1.0314,0.9854,2.2432,0.7597,2.1929,2.0376,1.0121,0.0791,Control
Utah__A12,1.4352,-0.1667,0.5161,-0.0045,1.2112,0.0166,0.5611,0.1824,0.4763,0.6565,0.8336,1.7425,0.6016,1.9669,1.1884,0.4694,0.1999,Control
Utah__B01,1.2487,-0.1491,0.6624,-0.1627,1.2756,-0.0505,0.4984,0.3096,0.6832,1.1579,1.246,2.4417,1.5624,1.8282,1.9196,1.0874,0.3013,Control
Utah__B02,1.6282,-0.013,1.0408,0.0408,1.3851,-0.0651,0.6924,0.6047,0.6486,1.0794,1.34,2.7387,1.4678,2.1911,1.7172,1.0249,0.2161,Control
Utah__B03,1.4103,-0.0944,0.8063,-0.0585,1.4525,-0.0435,0.5975,0.477,0.7216,1.1446,1.3327,2.6709,1.5039,2.044,1.9074,1.0473,0.1904,BRCACancer
Utah__B04,1.2639,-0.2489,0.7741,-0.0088,1.717,-0.0444,0.5608,0.5365,1.1801,1.3938,1.5488,2.1272,1.4742,1.8986,2.4359,1.1827,0.3497,BRCACancer
Utah__B05,1.4382,-0.2276,1.0844,-0.0768,1.2638,-0.0355,0.5557,0.6012,0.5846,1.0679,0.9888,2.5476,1.2093,2.0601,1.7917,0.9661,0.1765,BRCACancer
Utah__B06,1.0996,-0.0713,0.3695,-0.2293,1.1575,0.048,0.318,0.0869,0.6622,0.8725,0.9633,2.1606,1.2963,1.547,1.7493,0.8201,0.0374,BRCACancer
Utah__B07,1.5414,-0.1799,0.9061,0.0469,1.6323,-0.0378,0.7544,0.4889,0.7926,1.269,1.556,2.7136,1.3503,2.1078,2.074,1.191,0.2181,BRCACancer
Utah__B08,1.4769,-0.0364,1.0486,0.1593,1.1676,-0.0322,0.529,0.5442,0.4368,1.016,0.9282,2.4386,1.1764,2.4655,1.7056,1.03,0.1646,Control
Utah__B09,1.0239,-0.124,0.6596,0.0172,1.5395,-0.049,0.4913,0.5537,1.0289,1.2244,1.2239,2.5275,1.1587,2.1265,2.4887,0.9931,0.2268,Control
Utah__B10,1.2688,-0.3272,0.6492,0.0048,1.4953,-0.0162,0.5744,0.4074,0.8909,1.0758,1.1209,2.1629,1.1797,2.0692,2.188,0.9484,0.2031,Control
Utah__B11,1.6355,-0.0523,0.9697,0.0842,1.334,-0.0186,0.5018,0.59,0.64,1.0102,0.8983,2.0921,1.0879,2.2936,1.9879,1.1093,0.1844,Control
Utah__B12,0.7413,-0.3269,0.5423,-0.024,1.1847,-0.1073,0.411,0.3438,0.8773,1.0079,1.0504,2.0707,1.085,1.8559,2.0493,0.7994,0.1939,Control
Utah__C01,1.5085,-0.1689,1.2928,0.0187,1.3916,-0.0213,0.5953,0.7903,0.7765,1.1923,1.0898,2.2681,1.3344,2.1066,2.1503,1.1835,0.2388,BRCACancer
Utah__C02,1.568,-0.1901,1.1199,0.0779,1.3297,-0.0227,0.7,0.6292,0.6103,0.8844,1.1154,2.3119,0.8973,2.326,1.4834,0.9331,0.3125,BRCACancer
Utah__C03,1.5693,-0.1907,1.3217,0.1023,1.4101,-0.0224,0.8488,0.836,0.6877,1.0679,1.3504,2.6196,1.2008,2.2604,1.8333,1.1859,0.3009,BRCACancer
Utah__C04,1.1538,-0.2831,0.8961,0.1146,0.9062,-0.0018,0.495,0.522,0.3632,0.5924,0.5917,2.2006,0.6558,2.7061,1.1817,0.6546,0.1096,Control
Utah__C05,1.1847,-0.3413,0.9345,-0.0016,0.9751,0.0081,0.5336,0.5289,0.3924,0.594,0.5989,1.9028,0.7238,2.268,1.2428,0.7231,0.1158,BRCACancer
Utah__C06,0.339,0.135,0.2038,-0.0466,0.4486,-0.0528,0.2715,0.2104,0.0981,0.2201,0.2312,0.8072,0.2412,1.2797,0.4491,0.1747,0.0567,Control
Utah__C07,1.3345,-0.0647,0.8336,0.0496,1.2346,0.0136,0.5589,0.4855,0.4471,0.7074,0.8746,2.1872,0.4905,2.3526,1.2749,0.7127,0.1628,Control
Utah__C08,1.3618,-0.2365,1.0411,0.024,1.2146,-0.0154,0.5927,0.6236,0.4492,0.8956,0.9889,2.1154,0.6443,2.1934,1.3738,1.003,0.2596,Control
Utah__C09,1.3655,-0.2183,0.9448,0.0388,1.2054,-0.0388,0.6249,0.5576,0.4338,0.6632,0.9517,2.1194,0.6773,2.34,1.2225,0.8099,0.2056,Control
Utah__C10,1.6411,-0.0419,0.9829,0.0314,1.1526,0.0122,0.6344,0.5418,0.4362,0.6185,0.7847,2.0484,0.749,2.5271,1.1612,0.636,0.2235,BRCACancer
Utah__C11,1.3945,-0.0231,1.1519,0.0903,1.2419,-0.0439,0.6531,0.7508,0.4468,0.9694,1.0492,2.5202,0.814,2.48,1.4335,1.0272,0.2613,Control
Utah__C12,1.1441,-0.1226,0.6778,0.1158,0.8182,-0.0558,0.5046,0.5301,0.3276,0.5481,0.5965,2.088,0.4871,2.7461,1.0343,0.5062,0.0996,BRCACancer
Utah__D01,0.977,-0.1469,0.8305,0.0417,1.3414,-0.02,0.5198,0.5331,1.0563,1.3304,1.2249,2.1724,1.2673,1.8206,2.4584,1.0074,0.3114,BRCACancer
Utah__D02,1.4274,-0.0334,0.9773,0.1082,1.2135,-0.0364,0.5736,0.5952,0.4605,0.7945,0.9008,2.2717,0.713,2.6239,1.2993,0.6815,0.1756,BRCACancer
Utah__D03,1.4752,-0.2332,1.0066,0.1453,1.1682,-0.0094,0.6195,0.651,0.477,0.7478,0.7232,2.2836,0.7323,2.7264,1.3969,0.6497,0.1608,BRCACancer
Utah__D04,1.4009,-0.1809,1.0792,0.0413,1.2149,-0.058,0.537,0.6833,0.4991,0.9428,0.7435,2.2062,0.9005,2.435,1.5769,0.9054,0.1828,BRCACancer
Utah__D05,1.6163,-0.0958,1.126,0.1468,1.2907,0.021,0.5404,0.5776,0.5421,0.7585,0.8825,2.2459,0.9038,2.4276,1.4796,0.8413,0.1676,BRCACancer
Utah__D06,1.4923,-0.1652,1.1185,0.013,1.3099,-0.0591,0.6688,0.7136,0.5719,1.0525,1.0984,2.352,1.0016,2.2707,1.5678,1.0721,0.2588,BRCACancer
Utah__D07,1.5362,-0.0721,1.1587,0.1363,1.2842,-0.0369,0.5934,0.7288,0.5016,0.8676,1.0106,2.4516,0.9373,2.5717,1.5014,0.8987,0.191,Control
Utah__D08,1.2842,-0.117,0.8354,0.0511,1.106,-0.0207,0.5756,0.4174,0.4049,0.606,0.7303,2.1956,0.6644,2.3454,1.2658,0.66,0.1925,Control
Utah__D09,1.441,-0.1294,1.1261,0.0642,1.2044,-0.0532,0.5961,0.6487,0.4555,0.7616,0.8909,2.1547,0.6787,2.2587,1.2725,0.8822,0.235,Control
Utah__D10,1.6107,-0.1028,0.9296,0.039,1.0556,-0.0526,0.5152,0.5656,0.3574,0.841,0.7596,1.9427,0.5239,2.4714,1.4333,0.8502,0.13,Control
Utah__D11,0.8371,0.0575,0.3122,0.0429,0.5893,-0.0967,0.4251,0.2645,0.2263,0.4074,0.3806,1.5616,0.3741,1.9601,0.8007,0.3548,0.0975,Control
Utah__D12,1.2374,-0.218,0.8918,0.0457,0.9514,-0.1418,0.4475,0.5246,0.2838,0.6654,0.5743,2.1529,0.6075,2.3709,1.2411,0.7584,0.11,Control
Utah__E01,1.3762,-0.1827,0.8069,-0.0292,1.162,9e-04,0.5375,0.5101,0.3832,0.6588,0.7485,2.4716,0.6528,2.2255,1.2852,0.6118,0.0891,BRCACancer
Utah__E02,1.6378,-0.1669,0.9942,0.1279,1.402,-0.0252,0.5925,0.6681,0.5338,0.8506,1.2448,2.1456,0.7151,2.4694,1.3301,0.8387,0.2639,Control
