@relation data

@attribute id string
@attribute 10488 numeric
@attribute 1385 numeric
@attribute 1605 numeric
@attribute 2048 numeric
@attribute 23162 numeric
@attribute 2353 numeric
@attribute 23542 numeric
@attribute 2776 numeric
@attribute 2920 numeric
@attribute 324 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3725 numeric
@attribute 427 numeric
@attribute 5594 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5609 numeric
@attribute 6416 numeric
@attribute 64781 numeric
@attribute 820 numeric
@attribute 836 numeric
@attribute 9479 numeric
@attribute 9586 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0448,1.8356,0.4135,0.0816,0.6545,2.8919,-0.0523,0.6485,0.3063,0.6808,-0.2782,1.1032,1.2901,1.8005,1.76,1.4087,1.1297,-0.0399,0.6098,0.7496,1.2024,0.4906,1.208,0.002,0.1328,Control
Utah__A02,0.8363,1.527,0.3531,0.0841,0.4922,1.0722,-0.0494,0.2358,0.363,0.5297,-0.2215,0.7032,0.8169,1.9291,1.6579,0.986,0.9926,0.0138,0.5292,0.4989,1.1173,0.4925,1.1875,0.032,0.1232,Control
Utah__A03,1.0544,1.7022,0.4099,0.1534,0.6261,2.3576,-0.0322,0.4627,0.2865,0.6545,-0.2816,0.7757,1.1876,2.1411,1.9065,1.223,1.1122,-0.02,0.7023,0.6475,1.1964,0.5706,1.3243,4e-04,0.1941,Control
Utah__A04,0.8539,1.6873,0.3598,0.0594,0.5843,1.55,0.0372,0.3177,0.4494,0.4447,-0.0606,0.8349,1.2809,1.8407,1.7434,0.9854,1.0731,-0.0106,0.6582,0.518,1.1974,0.521,1.1111,0.1159,0.1031,Control
Utah__A05,1.0706,1.7772,0.544,0.1197,0.6644,1.9884,0.0321,0.4844,0.3165,0.6046,-0.1057,0.8734,1.2201,2.1618,1.9721,1.1338,1.1431,-0.0216,0.7209,0.6041,1.1845,0.6275,1.4127,0.0505,0.2257,Control
Utah__A06,0.9013,1.6188,0.3382,0.076,0.5858,3.0931,-0.1045,0.3651,0.4565,0.5559,-0.2793,0.8107,0.8267,2.1823,1.8749,1.1657,1.0094,-0.032,0.5599,0.5939,1.105,0.5337,1.1328,-0.0181,0.1602,Control
Utah__A07,0.9521,1.8387,0.3858,0.1052,0.5711,2.7085,-0.0698,0.8957,0.4064,0.7198,-0.132,1.2021,1.2177,2.1791,1.9127,1.3766,1.1036,-0.0162,0.5073,0.8022,1.1773,0.6069,1.3997,-0.0222,0.2664,Control
Utah__A08,0.8342,1.919,0.2771,0.0074,0.5681,1.7156,-0.0129,1.0393,0.2941,0.8468,-0.3014,1.3175,0.8932,1.9275,1.9432,1.5009,1.2435,-0.0486,0.4878,0.9913,1.189,0.4398,1.0162,0.0493,0.2043,Control
Utah__A09,0.9755,1.7005,0.3301,0.0697,0.5027,2.2374,0.0024,0.8753,0.2949,0.5846,-0.1714,1.1023,0.9938,2.1259,1.8616,1.3752,1.0012,-0.0209,0.5174,0.7463,1.0815,0.4809,1.0099,-0.0335,0.2328,Control
Utah__A10,0.9461,1.9569,0.3513,0.053,0.5861,3.1715,-0.012,0.8224,0.1778,0.7425,-0.1212,1.0857,1.3414,2.0097,1.9537,1.2385,1.1969,-0.006,0.5698,0.8644,1.1708,0.4289,1.2126,0.0127,0.3279,Control
