@relation data

@attribute id string
@attribute 10262 numeric
@attribute 10594 numeric
@attribute 10907 numeric
@attribute 10992 numeric
@attribute 22916 numeric
@attribute 23020 numeric
@attribute 23450 numeric
@attribute 23451 numeric
@attribute 24148 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 4686 numeric
@attribute 4809 numeric
@attribute 51639 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 57819 numeric
@attribute 6426 numeric
@attribute 6427 numeric
@attribute 6431 numeric
@attribute 6432 numeric
@attribute 6628 numeric
@attribute 6632 numeric
@attribute 6633 numeric
@attribute 6634 numeric
@attribute 6635 numeric
@attribute 6636 numeric
@attribute 6637 numeric
@attribute 83443 numeric
@attribute 9343 numeric
@attribute 9410 numeric
@attribute 9416 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5036,1.6509,1.0528,1.4735,1.2732,1.7546,1.9886,2.8758,1.2784,0.9155,0.4001,1.7778,1.0113,0.7984,1.5522,2.0825,1.16,0.8088,0.9817,0.7223,1.4354,1.1959,0.2219,0.8808,1.14,0.836,0.3569,2.8867,2.3495,2.1933,2.3179,1.5583,0.7504,0.9925,1.6084,0.5601,0.6954,0.7039,1.845,1.6663,0.7128,1.198,Control
Utah__A02,0.4741,1.4472,0.8064,1.2669,0.9801,1.6454,1.8561,2.9575,1.1021,0.7528,0.2157,1.5028,0.8325,0.7431,1.3891,2.0833,0.8994,0.6644,0.8539,0.3854,1.1562,0.9626,0.1063,0.7347,0.9461,0.7074,0.2104,2.689,2.0517,1.7692,2.0823,1.3869,0.3773,0.7538,1.6787,0.2774,0.3828,0.5467,1.776,1.4339,0.5747,0.9769,Control
Utah__A03,0.6581,1.5373,1.1471,1.4766,1.1279,1.675,1.9082,2.8503,1.1514,0.9088,0.3497,1.6978,1.0127,0.8575,1.5684,2.055,1.1302,0.7828,1.0277,0.6997,1.3708,1.0552,0.1499,0.8758,1.1323,0.7009,0.3069,2.6746,2.2292,2.0322,2.213,1.7121,0.595,0.8981,1.6272,0.2844,0.6611,0.6466,1.9128,1.6816,0.6492,1.1243,Control
Utah__A04,0.5058,1.6187,0.9016,1.4279,1.1048,1.7875,1.8658,3.1341,1.1557,0.8665,0.2486,1.4159,1.0093,0.8737,1.4578,2.1358,1.0701,0.6845,0.9127,0.5693,1.2516,1.0876,0.3144,0.9022,1.143,0.799,0.3308,2.5743,2.0198,1.9274,2.2231,1.544,0.4482,0.9939,1.7941,0.3541,0.5876,0.5927,2.0611,1.5506,0.5337,0.9664,Control
Utah__A05,0.6318,1.5497,1.0481,1.5162,1.1098,1.7514,1.9011,2.9218,1.1911,1.0537,0.3416,1.6112,0.9499,0.8953,1.5719,2.1131,1.0463,0.771,1.1475,0.7293,1.448,1.0842,0.4329,0.9387,1.0415,0.9498,0.4158,2.5974,2.2048,1.9575,2.2208,1.494,0.4592,0.9257,1.7828,0.2459,0.4857,0.7029,2.1321,1.7875,0.6035,1.2382,Control
Utah__A06,0.4909,1.5601,0.9566,1.4066,0.9918,1.7101,1.8742,2.7981,1.1387,0.9523,0.2325,1.6022,0.9538,0.7962,1.45,2.013,1.0496,0.6504,0.9961,0.6284,1.3463,1.0566,0.2293,0.951,1.0075,0.8847,0.267,2.6779,2.0464,2.0718,2.0542,1.5846,0.4746,0.9279,1.7072,0.3558,0.3788,0.5915,2.0334,1.6324,0.5815,1.0679,Control
Utah__A07,0.595,1.5423,1.0992,1.3003,1.2027,1.6533,1.9241,2.8273,1.1842,0.9564,0.3985,1.7455,0.8881,0.7677,1.4774,2.1069,1.0936,0.8238,0.9622,0.7287,1.2636,1.0864,0.1682,0.7372,0.9531,0.6864,0.3054,2.796,2.1662,2.1107,2.334,1.5144,0.6052,0.8242,1.7323,0.4852,0.623,0.5667,1.8566,1.6803,0.6292,1.0706,Control
Utah__A08,0.4746,1.6869,0.9896,1.3125,1.0755,1.7043,1.9491,2.8672,1.0548,0.7089,0.443,1.7312,0.8561,0.6456,1.5842,2.0036,0.9022,0.6566,0.6375,0.5887,1.1024,0.8803,0.0336,0.8896,0.9223,0.6422,0.2625,2.6287,1.8826,1.6633,2.2172,1.4152,0.5533,0.9733,1.3926,0.2066,0.5524,0.5291,1.6766,1.4961,0.7957,0.9707,Control
Utah__A09,0.4693,1.4834,0.9664,1.3206,1.0068,1.5663,1.9568,2.823,1.2284,0.9767,0.3887,1.6358,0.8888,0.6955,1.4547,2.0307,0.9718,0.7091,0.8945,0.5617,1.3495,0.9737,0.2329,0.9042,0.8756,0.6051,0.2364,2.8869,2.2533,1.9603,2.0575,1.4898,0.4477,0.9753,1.6966,0.2743,0.6109,0.4482,1.6689,1.6882,0.5557,0.8972,Control
Utah__A10,0.5583,1.5496,1.0172,1.274,1.0887,1.7551,2.0054,2.9454,1.0883,0.8408,0.3808,1.6504,0.853,0.7559,1.5175,2.1681,0.9752,0.6642,0.9445,0.65,1.3085,1.0401,0.3371,0.935,1.0417,0.7454,0.2933,2.6084,1.9891,1.8318,2.3471,1.4367,0.4697,1.0316,1.6282,0.3517,0.5268,0.6179,1.9151,1.6389,0.5863,1.0598,Control
Utah__A11,0.2384,1.3446,0.8963,1.1891,0.7711,1.4425,1.8926,2.4985,1.0223,0.936,0.2957,1.5098,0.9621,0.4622,1.3667,1.7225,1.042,0.4526,0.8787,0.6716,1.2716,0.7226,0.119,0.7384,0.8672,0.7701,0.0906,2.673,2.0105,1.7294,1.7542,1.4337,0.523,0.8898,1.7564,0.1481,0.2924,0.4356,1.4204,1.5867,0.4744,0.9145,Control
Utah__A12,0.2438,1.1298,0.7323,0.8052,0.8571,1.2436,1.2547,2.6133,0.717,0.5138,0.0536,0.9778,0.7327,0.6641,0.7273,1.8362,0.7768,0.591,0.6102,0.5162,1.1824,0.8087,0.1324,0.9184,0.9726,0.5034,0.2083,2.0637,1.4873,1.4033,1.8012,1.238,0.1464,1.0376,1.4186,0.3544,0.4035,0.2748,1.8905,0.9776,0.5677,0.3927,Control
