@relation data

@attribute id string
@attribute 1001 numeric
@attribute 10053 numeric
@attribute 10205 numeric
@attribute 10207 numeric
@attribute 1040 numeric
@attribute 10653 numeric
@attribute 11030 numeric
@attribute 11227 numeric
@attribute 114569 numeric
@attribute 118429 numeric
@attribute 118932 numeric
@attribute 120224 numeric
@attribute 123036 numeric
@attribute 126695 numeric
@attribute 128077 numeric
@attribute 128218 numeric
@attribute 1364 numeric
@attribute 1366 numeric
@attribute 143098 numeric
@attribute 147700 numeric
@attribute 147798 numeric
@attribute 152002 numeric
@attribute 161291 numeric
@attribute 1832 numeric
@attribute 200634 numeric
@attribute 2041 numeric
@attribute 2065 numeric
@attribute 2125 numeric
@attribute 2335 numeric
@attribute 2591 numeric
@attribute 25987 numeric
@attribute 266977 numeric
@attribute 26751 numeric
@attribute 27134 numeric
@attribute 27242 numeric
@attribute 29841 numeric
@attribute 3176 numeric
@attribute 347735 numeric
@attribute 3694 numeric
@attribute 3880 numeric
@attribute 4070 numeric
@attribute 4072 numeric
@attribute 4313 numeric
@attribute 4582 numeric
@attribute 50848 numeric
@attribute 5349 numeric
@attribute 5468 numeric
@attribute 54836 numeric
@attribute 54845 numeric
@attribute 54961 numeric
@attribute 55040 numeric
@attribute 55615 numeric
@attribute 55620 numeric
@attribute 558 numeric
@attribute 5603 numeric
@attribute 5652 numeric
@attribute 57111 numeric
@attribute 57402 numeric
@attribute 57619 numeric
@attribute 57669 numeric
@attribute 59084 numeric
@attribute 6337 numeric
@attribute 64063 numeric
@attribute 6935 numeric
@attribute 7040 numeric
@attribute 7431 numeric
@attribute 79098 numeric
@attribute 79767 numeric
@attribute 79977 numeric
@attribute 83481 numeric
@attribute 84674 numeric
@attribute 8829 numeric
@attribute 92359 numeric
@attribute 9289 numeric
@attribute 999 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0673,0.0595,0.4988,0.5205,-0.0993,0.6072,-0.1263,-0.0802,-0.0897,1.6072,0.2782,0.451,2.8763,0.2542,1.0676,-0.0531,-0.1841,0.0247,0.8835,-0.0274,0.07,0.068,0.1292,0.1798,0.2639,0.3691,-0.0655,8e-04,-0.0491,0.5205,-0.1709,-0.0723,0.5352,0.4166,-0.0067,0.0543,0.622,0.3057,-0.0655,-0.1598,-0.026,-0.2355,-0.1618,0.1225,1.2837,-0.0311,5e-04,0.1935,-0.1604,0.0873,-0.1043,0.182,0.0818,0.0462,0.9875,-0.0873,-0.0331,0.0609,-0.1037,0.4496,0.1375,-0.1097,-0.1497,1.0426,2.0162,2.3803,0.1149,0.1085,-0.1414,0.4816,0.8369,-0.058,0.045,0.3718,0.1369,Control
Utah__A02,-0.0941,0.1087,0.4372,0.2499,0.0121,0.5114,-0.0625,-0.0134,-0.1543,1.1774,0.6324,-0.025,2.5092,0.3283,0.9461,0.0255,-0.2418,-0.0877,0.5006,-0.0467,0.0624,0.1312,0.0499,0.1303,0.0488,0.308,-0.1144,-0.0539,-0.006,0.6169,-0.1208,0.0466,0.4652,0.2372,0.0844,0.0015,0.5722,0.305,-0.0088,-0.2302,-0.0076,-0.0783,-0.222,0.1314,1.1467,0.0098,0.0405,-0.0117,-0.0347,0.0512,-0.1283,0.1843,-0.0412,0.0242,0.9234,-0.211,-0.1307,-0.0212,-0.0224,0.2343,0.2242,-0.0793,-0.0872,0.4494,2.0252,2.1655,0.1293,0.0333,-0.0932,0.1688,0.8736,-0.0748,0.099,0.8857,-0.0735,Control
Utah__A03,-0.0823,0.139,0.6089,0.1938,-0.047,0.5843,-0.0677,-0.0144,-0.126,1.5042,1.0296,0.0353,2.4752,0.2828,0.9539,0.0081,-0.0562,-9e-04,0.6563,-0.0353,0.1068,0.146,0.037,-0.0192,0.0221,0.278,-0.0871,-0.0356,-0.0288,0.77,-0.1871,-0.0503,0.4164,0.1686,0.029,0.0454,0.7316,0.3814,-0.0401,-0.0744,0.0544,-0.1307,-0.1843,0.2573,1.1272,0.0072,0.0222,0.1729,-0.1273,0.1715,-0.0847,0.1825,0.041,0.0946,0.9564,-0.0585,-0.0734,0.0266,-0.0629,0.2302,0.2643,-0.1099,-0.1843,0.6177,2.2099,2.5636,0.1843,0.0647,-0.0992,0.1196,1.1428,-0.0034,-0.0677,1.2851,0.0745,Control
Utah__A04,-0.0503,0.0276,0.3104,0.348,0.0355,0.5829,-0.0634,-0.069,-0.0673,1.4569,0.1783,0.2721,2.7887,0.2842,1.2384,-0.0536,-0.171,-0.1252,0.512,0.0913,0.1694,0.1103,0.1462,0.2411,0.1392,0.3723,-0.1089,-0.0133,-0.0521,0.5434,-0.0056,-0.0115,0.4237,0.2421,0.0574,0.0862,0.497,0.3224,-0.0422,-0.1324,-0.1014,-0.0734,-0.1747,0.1291,1.2002,-0.0581,0.0281,0.1121,-0.0884,0.1066,-0.0161,0.2389,0.0211,0.0297,1.0754,-0.1716,0.0093,-0.1215,-0.0429,0.2633,0.202,-0.0948,0.0031,0.615,2.16,2.2957,0.0831,0.0931,-0.0745,0.1215,0.8384,-0.0889,0.1713,0.9871,0.0138,Control
Utah__A05,-0.0558,0.2188,0.4911,0.2836,-9e-04,0.8489,-0.0917,-0.0704,-0.1026,1.6488,0.3824,0.0664,2.4121,0.1626,1.2166,0.0501,-0.1839,-0.0096,0.764,0.0723,0.038,0.126,0.0748,-0.0275,0.0819,0.2745,-0.1041,0.0272,-0.065,0.6692,-0.1007,-0.0295,0.4288,0.2159,0.0831,0.0641,0.8316,0.4137,-0.0202,-0.1479,-0.0939,-0.0701,-0.1301,0.0943,1.5652,-0.0587,-0.0109,0.2037,-0.1094,0.2023,-0.0335,0.1779,-0.0128,0.0141,0.9611,-0.1012,-0.1191,0.0223,-0.0466,0.3077,0.2579,-0.067,-0.0599,0.5253,2.5111,2.6643,0.2239,0.1454,-0.1189,0.2861,1.195,-0.058,0.1839,0.9922,0.0481,Control
Utah__A06,-0.0998,0.0972,0.5472,0.2869,-0.1119,0.6695,-0.0599,-0.0173,-0.1761,1.404,0.3291,0.0857,2.2734,0.1114,0.9335,-0.0186,-0.1271,-0.0097,0.7947,-0.1218,0.0698,0.1065,0.0182,-0.0671,0.0364,0.3134,-0.0843,-0.0932,-0.0508,0.6944,-0.1924,-0.0383,0.4848,0.197,0.163,0.0345,0.8321,0.3457,-0.0741,-0.2266,-0.0574,-0.1169,-0.1819,0.0315,1.1971,-0.0109,0.0283,0.1205,-0.1,0.0723,-0.1721,0.224,-0.0674,-0.0169,0.8385,-0.0995,-0.0622,0.0362,-0.0506,0.2989,0.1967,-0.1161,-0.1799,0.5264,2.0528,2.5366,0.0148,0.0483,-0.088,0.3019,1.0143,0.0071,-0.055,0.8848,-0.0054,Control
Utah__A07,-0.1201,0.0705,0.5495,0.3932,0.0093,0.769,-0.0589,-0.0124,-0.1346,1.7828,0.145,0.197,2.6905,0.2736,1.0444,0.0367,-0.1043,-0.1125,0.9361,-0.0184,0.0086,0.1869,0.0205,0.0106,0.1588,0.3826,-0.1045,-0.0259,-0.0403,0.8468,-0.1812,-0.0566,0.6327,0.2304,0.1876,0.0387,0.8609,0.3067,-0.0167,-0.1856,-0.0547,-0.117,-0.2129,0.0901,1.2493,-0.0163,0.0314,0.1417,-0.0736,0.1139,-0.1397,0.2083,0.0091,0.0253,0.9238,-0.1156,-0.0881,-0.0466,-0.0306,0.2514,0.2987,-0.0835,-0.1209,0.9232,2.0773,2.6141,0.1242,0.0416,-0.0819,0.2658,1.0542,0.0141,5e-04,0.8623,-0.0494,Control
Utah__A08,-0.1353,0.0448,0.3285,0.5721,-0.0759,0.3021,-0.1144,-0.0544,-0.2339,1.8614,0.202,0.3182,2.7692,0.1219,0.9124,0.0233,-0.2927,-0.0065,1.0898,-0.035,0.0745,0.1245,0.0713,0.1014,0.385,0.3704,-0.1155,-0.0496,-0.0658,0.7097,-0.2035,-0.0844,0.8047,0.2719,-0.0183,0.0475,0.654,0.1737,-0.0876,-0.1747,0.0019,-0.1623,-0.1463,0.0813,0.9868,0.0634,-0.0171,0.0243,-0.1195,0.0358,-0.1445,0.1202,0.0684,0.0195,0.7799,-0.1694,-0.1181,0.0491,-0.0857,0.466,0.1487,-0.1024,-0.1806,1.2506,1.7626,2.251,0.0469,0.0389,-0.1432,0.5308,0.7402,-0.094,-0.0617,0.8877,-0.0656,Control
Utah__A09,-0.0809,0.2314,0.3013,0.3765,-0.0303,0.5731,-0.0576,-0.0378,-0.1216,1.6825,0.1249,0.3219,3.1292,0.2927,0.9848,0.0286,-0.1875,-0.1014,0.9114,-0.0766,1e-04,0.1595,-0.0075,0.0478,0.2212,0.3234,-0.0751,-0.0347,-0.048,0.5865,-0.0752,-0.0508,0.4234,0.3058,0.0335,-0.0156,0.5175,0.2472,-0.0393,-0.1474,0.0427,-0.0502,-0.1612,0.1374,1.2468,-0.0246,0.0694,0.1721,-0.1136,0.0526,-0.1362,0.2771,0.1123,-0.0348,0.8347,-0.0895,0.0424,0.0507,-0.0442,0.2683,0.0977,-0.1624,-0.0917,0.8996,2.061,2.414,0.0542,0.0951,-0.1077,0.2752,0.7711,-0.0491,0.1004,0.6236,0.0059,Control
Utah__A10,-0.1109,0.1711,0.4419,0.3639,-0.0385,0.6008,-0.0926,-0.0803,-0.1407,1.5911,0.3688,0.041,2.9713,0.1917,1.081,0.0264,-0.1745,-0.072,0.9216,0.0328,0.0604,0.1163,0.0094,-0.0324,0.208,0.2107,-0.088,-0.0085,-0.0127,0.8156,-0.2006,-0.0522,0.4821,0.2205,-0.0765,-0.0118,0.7452,0.2642,-0.0279,-0.1592,-0.0335,-0.0622,-0.1861,0.0376,1.3405,0.0277,0.0759,0.0649,-0.1096,0.0877,-0.0503,0.2937,-0.0317,-0.0375,0.996,-0.0369,-0.0754,0.0368,-0.0823,0.3169,0.4213,-0.1108,-0.0645,0.8108,2.1105,2.4836,0.03,0.0922,-0.1391,0.1245,0.9036,-0.0644,0.0754,1.0375,0.0315,Control
