@relation data

@attribute id string
@attribute 122622 numeric
@attribute 1373 numeric
@attribute 158 numeric
@attribute 159 numeric
@attribute 18 numeric
@attribute 189 numeric
@attribute 2571 numeric
@attribute 2572 numeric
@attribute 259307 numeric
@attribute 2673 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2746 numeric
@attribute 2747 numeric
@attribute 2752 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 2875 numeric
@attribute 435 numeric
@attribute 440 numeric
@attribute 443 numeric
@attribute 445 numeric
@attribute 5471 numeric
@attribute 56954 numeric
@attribute 64902 numeric
@attribute 790 numeric
@attribute 7915 numeric
@attribute 84706 numeric
@attribute 8528 numeric
@attribute 8659 numeric
@attribute 91703 numeric
@attribute 9945 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.2112,-0.0965,1.7105,1.3164,0.5679,-0.0466,-0.0736,-0.1295,0.1615,1.1655,0.1875,1.5484,0.9005,-0.0602,1.3302,0.6229,0.5097,-0.2268,0.3042,0.604,-0.1118,-0.055,0.553,1.0377,-0.0115,0.8383,0.5146,0.0081,0.1657,0.077,0.0583,-0.1719,Control
Utah__A02,0.151,-0.0505,1.304,1.1559,0.2803,0.1389,-0.0212,-0.1263,0.1069,0.9292,-0.0132,1.2471,0.6915,-0.0686,1.0841,0.4765,0.3421,-0.0946,0.3063,0.4059,-0.069,-0.0167,0.3758,0.7666,-0.0201,0.5078,0.3541,-0.0255,0.2293,0.1269,0.0428,-0.0475,Control
Utah__A03,0.1686,-0.0811,1.4849,1.2061,0.4588,0.1035,-0.0504,-0.1775,0.1317,1.0082,-0.003,1.2937,0.9001,-0.1865,1.4724,0.5444,0.488,-0.1929,0.3954,0.3953,-0.0938,-0.0122,0.3408,0.7833,0.0141,0.6367,0.2543,-0.004,0.1672,0.1867,0.0836,-0.0141,Control
Utah__A04,0.1309,-0.0401,1.3608,1.2234,0.3235,0.1451,-0.054,-0.1253,0.0215,0.8996,0.0225,1.2923,0.6669,-0.0582,1.2109,0.3582,0.4196,0.0191,0.3228,0.5198,-0.0762,-0.0079,0.3324,0.7704,-0.0231,0.6678,0.3373,-0.0462,0.1103,0.1489,0.0933,-0.0399,Control
Utah__A05,0.2001,-0.0705,1.4323,1.2401,0.6298,0.1089,-0.0632,-0.1339,0.1895,1.0419,0.0141,1.2717,0.7833,-0.0113,1.5311,0.4723,0.4996,-0.0298,0.4255,0.3661,-0.1176,0.0246,0.3646,0.8656,-0.0141,0.675,0.3489,0.0182,0.1686,0.1773,0.152,-0.085,Control
Utah__A06,0.1771,-0.0481,1.4904,1.1977,0.5312,0.0444,-0.0374,-0.1086,0.076,0.9653,0.103,1.1584,0.7996,-0.2434,1.4537,0.5812,0.4481,-0.1978,0.4318,0.4386,-0.1619,-0.0332,0.395,0.7859,0.0199,0.6102,0.2949,0.0017,0.1678,0.1392,-0.0489,-0.0876,Control
Utah__A07,0.1871,-0.0324,1.5167,1.4309,0.5389,0.1331,-0.0486,-0.1765,0.0747,1.1036,0.0531,1.639,1.0215,-0.0526,1.2752,0.5599,0.4741,-0.0544,0.4102,0.4403,-0.196,-0.0549,0.4474,0.8345,0.0112,0.5913,0.4367,-0.0093,0.1864,0.1537,0.0976,-0.0655,Control
Utah__A08,0.1608,-0.0644,1.4212,1.5677,0.4452,0.0483,-0.0671,-0.1268,0.0061,1.0708,0.1337,1.9035,1.1548,-0.2849,1.0057,0.502,0.4541,-0.2873,0.2894,0.599,-0.1376,-0.0814,0.4723,0.8793,-0.0389,0.6999,0.4683,-0.0175,0.225,0.0324,0.0239,-0.1324,Control
Utah__A09,0.1523,-0.0754,1.5525,1.257,0.5457,0.0595,-0.0531,-0.1489,-0.0311,0.9017,0.1175,1.5251,0.9707,-0.0155,1.0585,0.549,0.3859,-0.0163,0.3094,0.5171,-0.119,-0.0268,0.2856,0.8089,-0.0179,0.5591,0.373,-0.0209,0.0519,0.135,0.1936,-0.062,Control
Utah__A10,0.1464,-0.0428,1.3979,1.4537,0.558,0.0922,-0.064,-0.1113,0.1122,1.1905,0.0416,1.7119,1.0364,0.0534,1.3118,0.4876,0.5207,-0.1198,0.371,0.5348,-0.0927,-0.0242,0.3792,0.8653,-0.0411,0.5421,0.3211,0.0107,0.1655,0.1104,0.0889,-0.0752,Control
