@relation data

@attribute id string
@attribute 1022 numeric
@attribute 10714 numeric
@attribute 1161 numeric
@attribute 2067 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 2072 numeric
@attribute 2073 numeric
@attribute 2074 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 3978 numeric
@attribute 4331 numeric
@attribute 5111 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 56949 numeric
@attribute 57804 numeric
@attribute 5981 numeric
@attribute 5982 numeric
@attribute 5983 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6117 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute 6917 numeric
@attribute 902 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5802,0.9371,0.3019,0.6467,0.3669,0.9849,0.8943,1.8901,0.7672,0.9641,1.3044,0.3275,0.6637,0.3124,1.0378,0.2778,0.4044,0.5853,0.3645,1.5522,2.0825,1.16,0.8088,0.9817,0.7223,1.4354,1.1959,0.2219,0.8808,1.14,0.836,0.7743,0.9524,1.5203,1.1557,0.5067,1.0054,0.8334,1.4412,0.8954,0.4075,0.4679,1.6417,Control
Utah__A02,0.3655,0.5681,0.1771,0.6062,0.2626,0.7292,0.6114,1.6433,0.4829,0.6071,0.9392,0.1366,0.4443,0.1154,0.8338,0.1041,0.2926,0.3365,0.2585,1.3891,2.0833,0.8994,0.6644,0.8539,0.3854,1.1562,0.9626,0.1063,0.7347,0.9461,0.7074,0.6698,0.8119,1.2453,1.0017,0.3013,0.6915,0.538,1.2154,0.7374,0.2571,0.2526,1.1906,Control
Utah__A03,0.5555,1.0381,0.2303,0.6786,0.413,0.9585,0.7153,1.7559,0.6395,0.7964,1.1066,0.2466,0.5025,0.1977,1.1256,0.2232,0.3785,0.519,0.3103,1.5684,2.055,1.1302,0.7828,1.0277,0.6997,1.3708,1.0552,0.1499,0.8758,1.1323,0.7009,0.7834,0.9725,1.4183,1.1841,0.4002,0.6856,0.7519,1.3645,0.8439,0.3125,0.4456,1.5435,Control
Utah__A04,0.5596,0.6304,0.2081,0.5758,0.3413,0.7792,0.5919,1.6024,0.4511,0.5536,0.8619,0.2567,0.5292,0.1644,0.9317,0.2818,0.3917,0.401,0.1998,1.4578,2.1358,1.0701,0.6845,0.9127,0.5693,1.2516,1.0876,0.3144,0.9022,1.143,0.799,0.7543,0.8594,1.3603,1.1687,0.2204,0.6525,0.4979,1.3858,0.8374,0.2831,0.2764,1.4379,Control
Utah__A05,0.5538,0.9705,0.2911,0.7353,0.4677,0.8769,0.7069,1.6731,0.6688,0.6421,1.0592,0.3328,0.535,0.1852,1.0134,0.3345,0.3864,0.501,0.3363,1.5719,2.1131,1.0463,0.771,1.1475,0.7293,1.448,1.0842,0.4329,0.9387,1.0415,0.9498,0.8684,1.1212,1.4388,1.3177,0.3405,0.8721,0.5992,1.3991,0.881,0.2969,0.3512,1.4466,Control
Utah__A06,0.5002,0.9511,0.2568,0.6894,0.3095,0.8123,0.77,1.6791,0.6128,0.6933,1.0497,0.3044,0.4366,0.136,0.7188,0.2038,0.2237,0.439,0.2167,1.45,2.013,1.0496,0.6504,0.9961,0.6284,1.3463,1.0566,0.2293,0.951,1.0075,0.8847,0.7337,0.835,1.3892,1.2128,0.4908,0.8151,0.5136,1.297,0.8377,0.2424,0.2346,1.4245,Control
Utah__A07,0.536,0.9645,0.3497,0.6962,0.3495,0.9036,0.8304,1.7222,0.7101,0.8235,1.117,0.3143,0.4865,0.3864,0.9848,0.2139,0.3733,0.4581,0.2928,1.4774,2.1069,1.0936,0.8238,0.9622,0.7287,1.2636,1.0864,0.1682,0.7372,0.9531,0.6864,0.7095,0.8968,1.4271,1.1425,0.4987,0.8094,0.6282,1.3678,0.8948,0.3141,0.3841,1.7306,Control
Utah__A08,0.6008,0.9747,0.3198,0.6012,0.2823,0.9421,0.8104,1.7726,0.7749,0.7888,1.0224,0.1607,0.5163,0.5927,0.7216,0.1436,0.3686,0.492,0.1836,1.5842,2.0036,0.9022,0.6566,0.6375,0.5887,1.1024,0.8803,0.0336,0.8896,0.9223,0.6422,0.6373,0.7437,1.4928,0.9084,0.4425,0.7281,0.5661,1.357,0.734,0.2871,0.6374,1.8361,Control
Utah__A09,0.5342,0.8869,0.2231,0.5558,0.2424,0.8333,0.6825,1.7751,0.6978,0.6481,1.183,0.172,0.4632,0.3814,0.8874,0.1942,0.3713,0.4179,0.2222,1.4547,2.0307,0.9718,0.7091,0.8945,0.5617,1.3495,0.9737,0.2329,0.9042,0.8756,0.6051,0.7688,0.8598,1.4147,0.9864,0.4432,0.5657,0.571,1.3916,0.836,0.2351,0.4018,1.6176,Control
Utah__A10,0.6226,0.895,0.3292,0.586,0.3422,0.9836,0.6988,1.6974,0.7267,0.651,1.0047,0.2017,0.4297,0.3743,0.8474,0.2525,0.2464,0.4745,0.3581,1.5175,2.1681,0.9752,0.6642,0.9445,0.65,1.3085,1.0401,0.3371,0.935,1.0417,0.7454,0.7111,0.8566,1.5138,1.1066,0.4177,0.7555,0.6335,1.4217,0.9032,0.2481,0.3606,1.9214,Control
