@relation data

@attribute id string
@attribute 1020 numeric
@attribute 121916 numeric
@attribute 1432 numeric
@attribute 183 numeric
@attribute 186 numeric
@attribute 2147 numeric
@attribute 2185 numeric
@attribute 2534 numeric
@attribute 2767 numeric
@attribute 2770 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3717 numeric
@attribute 3827 numeric
@attribute 4137 numeric
@attribute 4638 numeric
@attribute 5335 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 6774 numeric
@attribute 6775 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6778 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5707,-0.1374,1.4426,0.0672,-0.1857,-0.0838,1.1554,1.5632,0.0585,0.0556,1.414,-0.1115,1.6544,0.4247,1.1832,-0.141,-0.0133,0.1814,1.7289,0.5523,1.0332,1.7309,1.0783,1.4021,0.718,0.4255,1.7847,0.75,1.1294,2.3959,2.2805,1.4485,1.9208,1.1886,1.4497,2.349,2.3173,1.1595,2.0808,0.0866,0.0146,0.8699,0.6253,Control
Utah__A02,0.5204,-0.0466,1.1508,0.1838,-0.2491,-0.0682,0.9821,1.1722,-0.0059,0.0367,1.3774,-0.0107,1.493,0.3701,1.0583,-0.1319,-0.0611,0.1911,1.2376,0.1715,0.6697,1.6299,1.0214,0.9672,0.4692,0.2945,1.5429,0.7973,0.9018,2.5766,2.1808,1.3068,1.4751,1.0922,1.0472,2.2966,2.331,0.9813,2.1764,0.2548,0.1389,0.6234,0.4398,Control
Utah__A03,0.8221,-0.0784,1.3711,0.2025,-0.2302,-0.0986,1.1527,1.401,0.1377,0.0398,1.4718,-0.1264,1.7906,0.3745,1.4846,-0.1472,-0.0025,0.2033,1.3242,0.1678,0.9489,1.8758,1.0584,1.211,0.6904,0.494,1.7349,0.7917,1.1313,2.9498,2.5762,1.4789,1.5108,1.2443,1.1742,2.3818,2.5215,1.2374,2.1323,0.2066,0.1141,0.7986,0.5013,Control
Utah__A04,0.6325,-0.1799,1.2559,0.1284,-0.1951,-0.0334,1.0681,1.3783,0.117,0.0206,1.4544,-0.0455,1.4914,0.3589,0.8542,-0.139,-0.0322,0.1832,1.312,0.2858,0.7891,1.7145,1.0435,0.9665,0.4999,0.4226,1.6725,0.7946,1.0307,2.4101,1.9395,1.39,1.7302,1.1518,1.1716,2.3063,2.6061,1.0291,2.2841,0.1188,0.1004,0.6924,0.4688,Control
Utah__A05,0.9217,-0.0516,1.5137,0.0708,-0.1385,-0.059,1.2178,1.4167,0.1931,0.0468,1.553,-0.0806,1.8851,0.4809,1.2997,-0.1456,-0.0332,0.2716,1.2008,0.2856,0.9233,1.9408,1.1978,1.1192,0.7099,0.4974,1.808,0.89,1.0492,2.6902,2.299,1.4436,1.5055,1.2963,1.1977,2.5424,2.2755,0.994,2.3856,0.1783,0.0961,0.7731,0.5309,Control
Utah__A06,0.6766,-0.1283,1.2007,0.1295,-0.2336,-0.0823,1.1114,1.3172,0.0202,0.0662,1.3984,-0.1084,1.5864,0.2391,1.0757,-0.1345,-0.0515,0.1998,1.1962,0.2749,0.8755,1.8446,0.9874,1.1521,0.6673,0.3508,1.7489,0.7604,0.8863,2.2501,2.1863,1.3629,1.6185,1.1044,1.0885,2.4427,2.2293,1.154,2.1384,0.2193,0.0668,0.5826,0.4753,Control
Utah__A07,0.7195,-0.2206,1.592,0.1623,-0.2418,-0.0981,1.2608,1.855,0.049,0.0378,1.5046,-0.1539,1.89,0.3621,1.4165,-0.1365,-0.0631,0.2207,1.2837,0.5058,1.2903,1.882,0.9702,1.3691,0.8479,0.4043,1.7704,0.7917,1.1809,2.2354,2.151,1.417,1.8285,1.0563,1.2803,2.3945,2.2849,1.4581,2.178,0.2253,0.1203,0.9004,0.5806,Control
Utah__A08,0.4469,-0.0587,1.6309,0.0911,-0.3064,-0.0797,1.2676,2.0099,0.0099,-0.0073,1.4784,-0.0861,1.7425,0.2915,1.4627,-0.1678,0.0095,0.141,1.4764,0.8574,1.3963,1.9122,0.9939,1.4969,0.8635,0.3356,1.7386,0.777,1.4746,2.6061,2.0625,1.3521,2.1897,0.9985,1.326,2.043,2.199,1.2592,1.9223,0.1563,0.0455,1.2546,0.5916,Control
Utah__A09,0.5758,-0.1353,1.435,0.1407,-0.2224,-0.1022,1.1629,1.6972,-0.0023,-0.0253,1.3959,-0.1335,1.8554,0.3464,1.3629,-0.1403,-0.0447,0.2351,1.3678,0.5722,1.2298,1.8315,0.99,1.3676,0.7596,0.3503,1.6393,0.7709,1.0011,2.4514,2.1392,1.3322,1.7921,1.0681,1.2423,2.417,2.2287,0.9544,2.3056,0.2061,0.1087,0.8152,0.5451,Control
Utah__A10,0.6735,-0.1257,1.7367,0.1099,-0.2578,-0.0788,1.4018,1.978,0.1123,0.1148,1.4977,-0.1431,1.8284,0.3978,1.4231,-0.1271,-0.0154,0.214,1.2566,0.3634,1.2971,1.9225,0.9237,1.2269,0.7992,0.4701,1.7838,0.7829,1.3376,2.7478,2.1379,1.454,2.2251,1.0356,1.2341,2.2405,2.2654,1.2719,2.2472,0.0703,0.0281,1.1071,0.5944,Control
