@relation data

@attribute id string
@attribute 10411 numeric
@attribute 10681 numeric
@attribute 11069 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 114 numeric
@attribute 26251 numeric
@attribute 2641 numeric
@attribute 2740 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2775 numeric
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2787 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3745 numeric
@attribute 3747 numeric
@attribute 3767 numeric
@attribute 3790 numeric
@attribute 51764 numeric
@attribute 54331 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 55970 numeric
@attribute 5906 numeric
@attribute 5908 numeric
@attribute 59345 numeric
@attribute 6616 numeric
@attribute 6804 numeric
@attribute 6812 numeric
@attribute 6833 numeric
@attribute 6844 numeric
@attribute 6861 numeric
@attribute 773 numeric
@attribute 775 numeric
@attribute 777 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 8826 numeric
@attribute 9254 numeric
@attribute 94235 numeric
@attribute 9495 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.0359,0.5839,-0.082,-0.0442,0.0494,-0.1515,-0.1301,-0.0295,-0.0887,0.0531,0.7412,0.0528,0.7306,1.4299,0.5434,-0.0233,0.1401,-0.0578,1.0574,1.5828,-0.119,0.3293,0.7579,0.8352,0.8558,0.0178,-0.1372,-0.129,-0.137,0.0313,1.1149,0.945,1.1287,-0.1227,1.8555,0.0687,1.1825,1.0216,-0.0728,1.3016,1.7119,0.917,-0.1866,0.1288,0.2393,-0.0575,1.6468,0.013,-0.0358,-0.0944,-0.0675,-0.0667,0.1901,1.7462,0.0249,0.5015,0.2208,Control
Utah__A02,-0.0038,0.2715,-0.0351,0.0331,-0.0038,-0.1772,-0.0937,0.0131,-0.0074,0.0345,0.8012,-0.0301,0.5967,1.392,0.5823,-0.0075,0.1733,0.0681,0.7396,1.3293,-0.0204,0.2552,0.5221,0.6307,0.6946,-0.0429,-0.1317,-0.2626,-0.0124,0.1333,1.0578,0.8462,0.9806,-0.1089,1.8585,0.0861,1.0744,1.1411,-0.0023,1.0126,1.2372,1.0017,-0.2104,0.1328,0.0363,-0.0336,1.5163,-0.0302,-0.0521,-0.098,0.0066,-0.0984,0.0615,1.7162,0.1729,0.2071,0.4056,Control
Utah__A03,0.0593,0.3099,-0.0341,0.0413,0.0352,-0.1901,-0.0801,0.1045,0.0059,0.0376,0.92,0.0423,0.6975,1.4897,0.7367,0.0291,0.281,0.0188,1.1743,1.4961,-0.1335,0.7692,0.5995,0.8656,0.7329,-0.0267,-0.1295,-0.0738,-0.083,0.1014,1.2897,1.0405,0.9935,-0.0955,1.9244,0.0926,1.2517,1.0566,-0.0344,1.1563,1.7552,1.1338,-0.1978,0.1501,-0.0088,-0.0749,1.6783,-0.0633,-0.0338,-0.0937,-0.0316,-0.0769,0.1448,1.9978,0.1881,0.2784,0.2541,Control
Utah__A04,0.0273,0.4148,-0.0508,-0.0013,0.0731,-0.1469,0.0347,0.0417,-0.0227,0.0186,0.8901,-0.0058,0.6569,1.4717,0.6755,-0.0317,0.1461,0.0093,0.8395,1.4725,-0.0544,0.2128,0.6647,0.6114,0.7843,-0.062,-0.0774,-0.203,-0.0345,0.1214,1.0142,0.8362,1.1638,-0.1322,1.8452,0.1265,1.2396,1.3226,-0.0544,1.0515,1.2952,0.9425,-0.1371,0.1791,0.1393,-0.0664,1.6138,0.0887,-0.037,-0.0914,-0.0221,-0.0715,0.149,1.7397,0.22,0.353,0.1558,Control
Utah__A05,0.0549,0.4684,-0.0825,-0.0265,0.1343,-0.1504,-0.0129,0.0042,-0.0107,0.0445,1.0476,-1e-04,0.6767,1.5737,0.7617,-0.0315,0.1174,0.0142,1.1311,2.2365,-0.0887,0.5169,0.6917,0.8284,0.7231,-0.0471,-0.0745,-0.0713,-0.0289,0.1381,1.1054,1.1378,1.0454,-0.0826,1.9782,0.1139,1.3175,1.4163,-0.0464,1.0668,1.5482,1.2816,-0.1701,0.248,0.2256,-0.0663,1.6052,0.0895,-0.0317,-0.0855,-0.0423,-0.0801,0.1243,1.9724,0.1727,0.502,0.4368,Control
Utah__A06,0.0442,0.3232,-0.0509,-0.0294,0.0107,-0.2147,-0.1059,0.0011,-0.0399,0.0635,0.8391,0.0225,0.5918,1.4137,0.561,-0.0333,0.1159,-0.0135,0.961,1.2565,-0.116,0.4062,0.6267,0.7511,0.679,-0.0624,-0.1358,-0.2003,-0.0096,0.0547,1.3159,1.0087,0.8785,-0.1543,1.9638,0.061,1.1796,1.0561,0.0072,0.8997,1.3449,1.033,-0.1542,0.106,0.0381,-0.0577,1.4958,-0.1076,-0.0513,-0.0996,-0.0272,-0.115,0.0798,1.9255,0.1083,0.2656,0.2352,Control
Utah__A07,-0.0016,0.3603,-0.0357,0.0295,0.0219,-0.1782,-0.1207,0.02,0.0451,0.0356,0.9528,-0.0232,0.6707,1.5236,0.6322,-0.021,0.0828,0.0051,0.9683,1.5907,-0.1604,0.5092,0.8084,1.009,0.6968,-0.0906,-0.1434,-0.1418,-0.0344,0.0316,1.4391,0.903,1.1356,-0.131,2.0261,0.1063,1.2869,1.1756,0.0032,1.4728,2.0368,1.1256,-0.1742,0.1642,0.0648,-0.0707,1.3859,-0.0328,-0.0759,-0.1374,-0.0195,-0.1109,0.0211,1.9533,0.1808,0.2371,0.5711,Control
Utah__A08,0.0574,0.4944,-0.0651,-0.0316,0.0594,-0.1807,-0.1543,-0.0159,-0.067,-0.0088,0.8292,-0.0041,0.6901,1.4965,0.4954,-0.0323,0.1265,-0.0479,0.9523,1.3649,-0.0941,0.443,0.9922,1.0928,0.7065,-0.0512,-0.1424,-0.1018,-0.1077,0.1547,1.57,0.9887,1.1812,-0.03,1.7243,0.0189,1.1737,0.8746,-0.0697,1.7029,2.4745,0.8725,-0.1325,0.07,0.1886,-0.0462,1.4104,-0.0026,-0.0549,-0.0768,-0.0513,-0.0906,0.1044,1.9957,0.1076,0.5308,0.4035,Control
Utah__A09,-0.0115,0.5019,-0.0329,0.0355,0.0714,-0.1889,-0.0447,-0.0101,-0.0052,-0.0266,0.8156,-0.0036,0.6175,1.4111,0.5287,-0.0661,0.2054,0.0307,0.7273,1.8345,-0.1405,0.4885,0.7685,0.9804,0.6507,-0.0926,-0.1374,-0.1727,-0.0923,-0.0234,1.436,1.0256,1.096,-0.2464,1.9258,0.0974,1.1124,1.1918,-0.0302,1.2388,1.9939,0.9532,-0.1538,0.1886,0.111,-0.0386,1.4981,-0.0367,-0.0514,-0.0921,-0.0106,-0.1048,0.1476,1.9078,0.1292,0.1876,0.4754,Control
Utah__A10,0.0361,0.4699,-0.0858,-0.062,0.1067,-0.1492,-0.082,-0.022,-0.0274,0.1115,0.853,0.1605,0.6986,1.5165,0.5533,-0.0687,0.1336,0.0022,1.0513,2.065,-0.1499,0.5021,0.8089,1.0339,0.6346,-0.0486,-0.0718,-0.0786,-0.0897,0.0774,1.5133,0.9363,1.2467,-0.1022,1.9263,0.0576,1.2695,1.3995,-0.0338,1.509,2.0248,1.0893,-0.1619,0.1582,0.1025,-0.0509,1.5479,-0.0078,-0.0433,-0.0951,-0.0582,-0.085,0.1458,2.0058,0.2776,0.1512,0.076,Control
Utah__A11,0.0821,0.3964,-0.0455,-0.0329,0.1431,-0.1336,-0.1333,-0.0234,-0.0826,-0.0464,0.5898,0.0806,0.6091,1.2608,0.3723,0.0107,0.0339,-0.0489,0.6265,0.9685,-0.1745,0.454,0.5047,0.8112,0.4282,-0.0189,-0.0875,-0.066,-0.1106,0.0476,1.3549,0.9115,0.9113,-0.0051,1.7363,0.0123,0.9531,0.9148,-0.0209,0.9474,1.7129,0.7087,-0.1086,0.0249,0.043,-0.0346,1.4873,0.0481,-0.0244,-0.0803,-0.0531,-0.081,0.1141,1.7729,0.1023,0.1365,0.7786,Control
Utah__A12,0.0487,0.2514,0.0481,0.106,0.1753,-0.1268,-0.2764,0.1586,0.0961,-0.0219,0.5364,0.0412,0.3465,1.191,0.2616,0.0854,0.3757,0.1394,0.4115,1.7903,-0.0473,0.1024,0.458,0.3529,0.5382,-0.0169,-0.1285,-0.2105,0.0627,0.1566,0.7516,0.786,0.9203,-0.3279,1.3776,0.1257,0.9027,1.3159,0.095,0.7858,0.6297,0.6133,-0.1303,0.2122,-0.0233,3e-04,1.2005,-0.0688,-0.036,-0.0359,0.0654,-0.1243,0.1872,1.0832,0.2247,-0.0779,-0.0298,Control
