@relation data

@attribute id string
@attribute 22974 numeric
@attribute 3837 numeric
@attribute 3838 numeric
@attribute 4926 numeric
@attribute 56992 numeric
@attribute 5901 numeric
@attribute 5902 numeric
@attribute 5905 numeric
@attribute 6790 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.1947,2.2726,1.1475,1.3021,0.0247,1.2425,0.2624,0.8773,0.2344,Control
Utah__A02,0.0548,2.2783,1.0718,0.9903,0.019,0.8958,0.2069,0.6567,0.0367,Control
Utah__A03,0.4219,2.3035,1.3379,1.1065,0.1191,1.1232,0.243,0.8166,0.2944,Control
Utah__A04,0.0093,2.1358,0.9775,1.0519,-0.0097,0.9211,0.259,0.6671,-0.0249,Control
Utah__A05,0.171,2.2236,1.1751,1.1156,0.0501,1.0591,0.2691,0.8049,0.1923,Control
Utah__A06,0.1267,2.174,1.2768,1.1337,0.0178,0.9866,0.1272,0.6937,0.1463,Control
Utah__A07,0.1742,2.2349,1.1642,1.1517,0.0621,0.9684,0.1912,0.7555,0.1339,Control
Utah__A08,0.0821,2.1647,0.9576,1.1081,-0.0033,0.8971,0.1709,0.7551,0.1505,Control
Utah__A09,0.1288,2.3078,1.0421,1.0889,-0.0131,0.9737,0.1659,0.6908,0.1428,Control
Utah__A10,0.0636,2.2271,1.0818,1.0728,0.0508,0.7854,0.1842,0.7391,0.1843,Control
Utah__A11,0.1267,2.0994,1.1729,0.9911,-0.077,0.9034,0.1298,0.7028,0.2116,Control
Utah__A12,0.0263,1.6382,0.6609,0.6862,-0.0221,0.6147,-0.0978,0.3972,0.0966,Control
Utah__B01,0.0954,2.1207,0.8117,1.0832,-0.0175,1.132,0.14,0.56,0.0927,Control
Utah__B02,0.1139,2.2946,1.1244,1.1983,0.0063,1.0543,0.3068,0.8331,0.1462,Control
Utah__B03,0.096,2.1931,0.9939,1.1218,-0.0465,1.1896,0.1221,0.7115,0.0905,BRCACancer
Utah__B04,0.1079,2.02,0.892,1.0126,-0.0129,0.5802,0.0494,0.6553,0.0591,BRCACancer
Utah__B05,0.1396,2.1633,1.0106,0.9385,-0.0123,0.8653,0.1916,0.6004,-0.0247,BRCACancer
Utah__B06,0.0147,1.9215,0.6878,0.8484,-0.0767,0.7414,-0.1615,0.3207,-0.0094,BRCACancer
Utah__B07,0.1067,2.415,1.0393,1.1558,0.0216,1.1994,0.2879,0.8164,0.1463,BRCACancer
Utah__B08,0.1808,2.2118,1.1476,1.0962,0.0223,1.1369,0.3022,0.7409,0.1747,Control
Utah__B09,0.0661,2.0247,0.5302,0.9727,-0.0273,0.8878,0.1956,0.6143,0.0344,Control
Utah__B10,-0.0049,1.9469,0.6205,0.8982,-0.0423,0.5354,0.0813,0.4763,0.0629,Control
Utah__B11,0.2142,2.1689,1.0628,0.896,0.0307,1.0194,0.1441,0.6464,0.1034,Control
Utah__B12,-0.032,1.6475,0.4482,0.8183,-0.1035,0.4139,0.2504,0.5925,-0.1045,Control
Utah__C01,0.1556,2.3104,1.2964,1.1802,0.0055,0.7476,0.2337,0.9139,0.1576,BRCACancer
Utah__C02,0.0859,2.2239,1.1818,1.0941,0.0198,0.6731,0.2669,0.7664,0.0877,BRCACancer
Utah__C03,0.1745,2.3993,1.2563,1.3139,0.0536,0.8911,0.3078,1.0297,0.0628,BRCACancer
Utah__C04,0.0382,1.814,0.9127,0.858,-0.0999,0.4288,0.3402,0.57,-0.0294,Control
Utah__C05,-0.0046,1.8263,0.9227,0.8134,-0.0597,0.5349,0.1876,0.5596,-0.0236,BRCACancer
Utah__C06,0.0351,0.7186,0.3035,0.3475,-0.1346,0.2916,0.0594,0.2221,-0.0211,Control
Utah__C07,-0.0271,2.004,0.969,0.95,-0.0434,0.6916,0.1837,0.6536,0.0243,Control
Utah__C08,0.1196,2.1614,1.058,1.1099,-0.0742,0.8282,0.1165,0.7175,0.0927,Control
Utah__C09,0.0795,1.9278,1.0034,0.8488,-0.0687,0.5653,0.1705,0.6204,0.0393,Control
Utah__C10,0.0252,1.9664,0.9596,0.8627,0.0213,0.3619,0.2032,0.5949,-0.0165,BRCACancer
Utah__C11,0.1429,2.3715,1.068,1.1564,-0.0527,0.8778,0.2409,0.789,0.1122,Control
Utah__C12,-0.0386,1.7376,0.7646,0.7589,-0.0353,0.5142,0.2278,0.4881,-0.0494,BRCACancer
Utah__D01,-0.0208,2.0702,0.6718,1.1025,-0.1543,0.5808,0.19,0.7972,-0.0677,BRCACancer
Utah__D02,0.0816,2.0239,0.9183,1.0325,-0.0321,0.6994,0.123,0.7296,0.0521,BRCACancer
Utah__D03,0.0195,1.9515,0.9709,0.9265,-0.0569,0.5765,0.1222,0.6439,0.0459,BRCACancer
Utah__D04,0.0111,2.1365,0.9528,0.988,-0.078,0.7877,0.2235,0.673,0.05,BRCACancer
Utah__D05,0.0044,2.0695,1.0007,0.9236,-0.032,0.6025,0.2127,0.671,0.0773,BRCACancer
Utah__D06,0.0556,2.2118,1.0791,1.1696,-0.0379,0.7627,0.2223,0.8557,0.0834,BRCACancer
Utah__D07,0.0784,2.2355,1.0697,1.1103,-0.0417,0.912,0.282,0.8109,0.1092,Control
Utah__D08,-0.0249,1.9969,0.9282,0.8334,-0.0415,0.6764,0.1272,0.6309,0.0146,Control
Utah__D09,0.0894,2.104,1.0737,1.0228,-0.0232,0.7605,0.2689,0.685,0.1412,Control
Utah__D10,0.1395,2.1215,0.9212,0.8877,-0.029,0.8498,0.1019,0.6284,0.2137,Control
