@relation data

@attribute id string
@attribute 2 numeric
@attribute 2147 numeric
@attribute 2152 numeric
@attribute 2153 numeric
@attribute 2155 numeric
@attribute 2157 numeric
@attribute 2158 numeric
@attribute 2159 numeric
@attribute 2160 numeric
@attribute 2161 numeric
@attribute 2162 numeric
@attribute 2165 numeric
@attribute 2243 numeric
@attribute 2244 numeric
@attribute 2266 numeric
@attribute 2811 numeric
@attribute 2814 numeric
@attribute 2815 numeric
@attribute 3818 numeric
@attribute 3827 numeric
@attribute 462 numeric
@attribute 5196 numeric
@attribute 5197 numeric
@attribute 5547 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 7035 numeric
@attribute 7056 numeric
@attribute 708 numeric
@attribute 710 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.0152,-0.0838,-0.1321,1.2457,-0.0505,0.0172,-0.1383,0.0181,-0.0253,-0.0793,1.4087,-0.1046,-0.0911,-0.2417,-0.1786,1.2385,0.4051,1.0185,-0.0301,-0.141,-0.1138,2.5312,2.2069,1.1133,0.0927,0.2619,0.3218,0.6432,0.8639,0.2509,Control
Utah__A02,-0.0072,-0.0682,0.0464,0.8365,-0.0046,-0.0382,-0.0906,0.0605,-0.0202,0.0351,1.4159,-0.0159,-0.0675,-0.1426,-0.1042,1.1102,0.456,0.7585,-0.0779,-0.1319,-0.0136,2.1611,1.1175,1.1504,0.1456,0.2659,0.339,0.4857,0.6655,0.2537,Control
Utah__A03,-0.0147,-0.0986,-0.015,0.8969,0.0117,-0.0563,-0.1462,0.0732,-0.0832,-0.0028,1.3885,-0.0351,-0.0493,-0.1333,-0.1712,1.0277,0.3188,0.7921,-0.028,-0.1472,0.0346,1.6338,1.2521,1.2685,0.1677,0.2831,0.2854,0.4667,0.7056,0.7842,Control
Utah__A04,-0.0188,-0.0334,0.0612,0.861,0.0954,-0.0333,-0.065,0.0192,-0.0725,0.167,1.5645,0.0301,-0.083,-0.1588,-0.1163,1.1051,0.5406,1.1093,-0.0142,-0.139,-0.1149,2.1446,1.4777,1.0248,0.1676,0.31,0.2755,0.4699,0.7983,0.0635,Control
Utah__A05,-2e-04,-0.059,-0.0357,1.4522,0.0425,-0.0212,-0.1177,0.0502,-0.0681,0.1329,1.6858,0.0396,-0.0648,-0.1722,-0.1207,1.661,0.7111,1.3247,-0.0145,-0.1456,-0.0418,2.8107,2.2568,1.2602,0.1828,0.6228,0.4517,0.7444,0.8875,0.2786,Control
Utah__A06,-0.0099,-0.0823,0.0195,1.1196,-0.0278,-0.0376,-0.1565,0.0156,-0.0412,-0.0467,1.3105,-0.1001,-0.1126,-0.1948,-0.0914,0.7341,0.3918,0.7978,-0.0492,-0.1345,-0.0068,1.9114,1.0786,1.1597,0.0811,0.2266,0.2908,0.4396,0.7721,0.2482,Control
Utah__A07,0.0736,-0.0981,-0.0295,1.1572,0.0049,-0.0386,-0.1232,0.0175,-0.0939,0.0602,1.4812,-0.0232,-0.0632,-0.101,-0.1456,1.0384,0.493,0.8538,0.0087,-0.1365,-3e-04,2.2887,1.2806,1.2457,0.1768,0.3344,0.2595,0.6829,0.7801,0.1086,Control
Utah__A08,0.1999,-0.0797,-0.0493,0.7934,0.0364,-0.0742,-0.206,0.0156,-0.1089,-0.0313,1.1348,-0.1081,-0.142,-0.214,-0.1492,0.5688,0.1737,0.6741,0.0719,-0.1678,-0.0604,1.705,0.9547,0.8785,0.0325,0.017,0.1433,0.313,0.6529,0.249,Control
Utah__A09,0.0399,-0.1022,-0.0797,0.9151,-0.0135,-0.0608,-0.1523,0.0137,-0.0827,0.0654,1.6892,-0.0261,-0.0282,-0.1401,-0.134,1.0981,0.4706,1.0243,-0.0558,-0.1403,-0.0431,2.6108,1.8438,1.0825,0.1041,0.4256,0.247,0.4681,0.7363,0.1744,Control
Utah__A10,0.2757,-0.0788,-0.0706,1.5544,0.0184,0.0046,-0.0884,0.0205,-0.083,0.003,1.736,-0.0196,-0.0539,-0.1682,-0.1274,1.3014,0.4909,1.1298,0.0061,-0.1271,-0.0331,3.2973,2.353,1.1729,0.0903,0.6194,0.3962,0.5057,0.7574,0.3155,Control
Utah__A11,0.0934,-0.1198,-0.0449,0.7577,0.0243,-0.0285,-0.0949,0.0162,-0.028,-0.084,1.4154,0.002,-0.0828,-0.123,-0.1309,0.8509,0.0842,0.5253,-0.1424,-0.1546,-0.0786,1.535,1.6525,1.1646,0.0222,0.1536,0.1919,0.6004,0.719,0.2182,Control
Utah__A12,-0.0376,-0.1108,-0.0029,0.5479,0.0148,-0.0487,-0.0942,0.0715,-0.0171,-0.1237,1.6563,0.0518,0.0982,-0.0732,-0.1886,1.0049,0.2926,1.0907,-0.0429,0.0164,0.0772,3.1909,1.346,0.8177,0.1953,0.3431,0.3093,0.1284,0.6018,0.1421,Control
Utah__B01,-0.0206,-0.1499,-0.1825,0.7244,-0.1903,-0.0465,-0.1607,-0.1094,-0.0274,-0.3055,1.3085,-0.1488,0.0708,-0.2134,-0.196,0.7025,0.1697,0.6086,-0.0073,-0.0771,0.096,1.7218,1.477,0.9059,0.0524,0.2551,0.2172,-0.0818,0.6934,0.1918,Control
Utah__B02,0.0227,-0.0799,-0.0737,0.9934,0.0289,-0.0661,-0.1122,0.0443,-0.07,-9e-04,1.414,-0.0563,0.0062,-0.1826,-0.1388,0.8225,0.3452,0.7858,-0.0447,-0.1069,-0.0148,2.1317,1.3037,1.1285,0.0789,0.209,0.2161,0.4373,0.8923,0.0821,Control
Utah__B03,0.0981,-0.0631,-0.0759,1.0433,-0.0095,-0.0777,-0.0545,0.0072,-0.073,-0.1615,1.1104,-0.0844,0.0048,-0.1412,-0.1509,0.2677,0.1084,0.44,-0.0155,-0.0865,-0.0605,0.9078,0.6119,1.0172,0.0367,0.0166,0.0474,0.257,0.8527,0.0786,BRCACancer
Utah__B04,0.1488,-0.1392,-0.0302,0.6307,-0.0267,-0.0939,-0.203,-0.0152,-0.0036,-0.0753,1.6281,-0.0959,-0.0933,-0.2195,-0.1583,0.9288,0.3011,0.76,-6e-04,-0.1557,-0.0295,2.2389,1.4978,0.7351,0.1077,0.2679,0.3111,0.3697,0.4377,0.077,BRCACancer
Utah__B05,-0.0048,-0.1032,0.0391,0.1615,-0.0687,-0.0962,-0.1625,-0.0249,1e-04,-0.069,1.1162,-0.0899,-0.0024,-0.0881,-0.0883,0.804,0.1806,0.8233,-0.0084,-0.1709,0.0555,3.0452,1.4761,0.8922,0.2559,0.1384,0.2093,0.3169,0.7161,0.1998,BRCACancer
Utah__B06,0.0486,-0.1585,-0.1197,0.5599,-0.1147,-0.0707,-0.1991,-0.1286,0,-0.3088,1.3281,-0.1189,0.0931,-0.1208,-0.0881,0.4402,-0.0684,0.535,-0.0703,0.0871,0.0688,0.9839,0.9076,0.6683,0.0439,0.1489,0.1364,-0.3551,0.2789,0.0841,BRCACancer
Utah__B07,0.2349,-0.0836,-0.0396,1.0996,0.0351,-0.0491,-0.0285,-0.0548,-0.073,0.0468,1.3312,-0.0736,-0.0286,-0.1327,-0.0809,0.9634,0.2819,0.6973,-0.0178,-0.1525,-0.0107,2.0589,1.355,1.0715,0.1495,0.302,0.2167,0.1793,0.7393,0.1753,BRCACancer
Utah__B08,0.0322,-0.0268,-0.0662,0.6031,0.0927,-0.001,-0.051,0.0874,-0.0553,0.0094,1.6305,-0.0581,-0.0684,-0.1559,-0.1063,1.9105,0.5454,1.1362,-0.1054,-0.1282,0.0233,3.0246,1.0617,1.3642,0.0808,0.4265,0.3585,0.9313,0.9085,0.0936,Control
Utah__B09,0.2064,-0.0929,-0.0811,0.2827,0.0203,-0.0554,-0.1119,0.0255,-0.1258,-0.1029,1.5484,-0.0905,-0.0462,-0.2734,-0.2097,1.2525,0.3135,0.9396,-0.1023,-0.1774,-0.0562,2.3561,1.9514,0.5106,0.0883,0.2649,0.2651,0.2052,0.617,-0.0249,Control
Utah__B10,0.0033,-0.105,-0.0903,0.5173,0.0264,-0.0468,-0.1139,0.035,-0.0701,-0.0347,1.6763,-0.0662,-0.0324,-0.1294,-0.17,0.5635,0.2364,0.7649,-0.0392,-0.0512,-0.0904,1.818,0.9354,0.6565,0.0714,0.1881,0.1872,0.1901,0.3812,0.0835,Control
Utah__B11,0.0669,-0.0187,-0.0674,0.9565,-0.0403,0.003,-0.134,-0.0248,-0.0534,-0.0197,1.7293,-0.012,-0.1295,-0.1909,-0.1292,1.4222,0.4395,1.2346,-0.0664,-0.0301,-0.026,3.7633,2.1263,1.0413,0.0548,0.4561,0.3278,0.4231,0.7359,0.2465,Control
Utah__B12,-0.0176,-0.0978,0.0178,0.2994,0.0812,-0.0754,-0.121,0.0245,0.0304,-0.0972,1.3702,0.0416,-0.1193,-0.244,-0.0624,0.6978,0.1787,0.5398,0.1571,-0.0763,-0.0385,1.3476,0.4181,0.4715,0.1484,0.1615,0.0656,-0.001,0.2517,0.0444,Control
Utah__C01,-0.0045,-0.1113,-0.0489,0.8068,-0.0234,-0.0696,-0.1344,5e-04,-0.0555,-0.0117,1.5625,-0.0077,-0.0453,-0.2344,-0.0774,1.1079,0.2855,0.929,-0.0468,-0.1207,-0.0335,2.2218,1.036,1.1801,0.2095,0.277,0.303,0.7408,0.8876,0.136,BRCACancer
Utah__C02,-0.0343,-0.0271,0.0397,0.8395,0.0171,-0.0849,-0.1387,0.0179,-0.0142,0.1501,1.583,0.04,-0.0288,-0.116,-0.0813,1.3253,0.5691,1.1995,0.0025,-0.1113,-0.036,2.6781,2.1954,1.1599,0.1393,0.3803,0.3512,0.646,0.9088,0.1367,BRCACancer
Utah__C03,0.0121,-0.0998,0.0732,0.9909,0.0289,-0.0643,-0.0945,-0.0395,0.0035,0.1248,1.3736,-0.013,-0.0614,-0.0747,-0.145,1.2295,0.4852,1.0831,-0.005,-0.1004,-0.0257,1.653,0.6652,1.1362,0.136,0.2829,0.2224,0.5389,0.9337,0.2917,BRCACancer
Utah__C04,0.0186,0.1073,0.0429,0.509,0.1207,-0.031,-0.0583,0.1086,-4e-04,0.1538,1.7502,0.1103,-0.0695,-0.1347,-0.0977,1.6736,0.5688,1.106,-0.0989,-0.181,-0.1577,2.2579,1.3896,0.857,0.0777,0.3343,0.3178,0.67,0.6976,0.0935,Control
