@relation data

@attribute id string
@attribute 1398 numeric
@attribute 1796 numeric
@attribute 2885 numeric
@attribute 2887 numeric
@attribute 3643 numeric
@attribute 5595 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 8660 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.9907,0.7687,1.6355,0.0705,0.1618,1.0952,0.7565,1.1256,0.5042,Control
Utah__A02,0.7806,0.6091,1.481,0.1085,0.0844,1.0379,0.8046,0.9005,0.281,Control
Utah__A03,0.9451,0.8735,1.7658,0.1291,0.1984,1.0752,0.7989,1.1275,0.4254,Control
Utah__A04,0.8166,0.6701,1.4795,0.0568,0.1081,1.0602,0.8019,1.028,0.5054,Control
Utah__A05,0.9618,1.0374,1.8562,0.0822,0.2531,1.2157,0.8988,1.0464,0.6518,Control
Utah__A06,0.87,0.7913,1.5705,0.0952,0.2006,1.0037,0.7671,0.8852,0.7248,Control
Utah__A07,1.0263,0.7973,1.8609,0.1166,0.1514,0.9863,0.7989,1.1765,0.611,Control
Utah__A08,0.7391,0.4943,1.7198,0.1141,0.1657,1.0102,0.784,1.467,0.4644,Control
Utah__A09,0.8608,0.6693,1.8278,0.0874,0.1091,1.0062,0.7778,0.9988,0.5505,Control
Utah__A10,0.8286,0.7849,1.802,0.1025,0.151,0.9394,0.79,1.3316,0.6655,Control
Utah__A11,0.6943,0.4619,1.5523,0.0592,0.1322,0.9926,0.5794,0.7415,0.5716,Control
Utah__A12,0.3624,0.391,1.1373,0.1804,-0.0813,0.6672,0.5636,0.5292,0.268,Control
Utah__B01,0.7558,0.1857,1.5002,0.118,0.0761,0.7793,0.5764,0.9141,0.3348,Control
Utah__B02,0.8851,0.7862,1.6034,0.0652,0.1482,1.0963,0.9083,0.8807,0.5585,Control
Utah__B03,0.8173,0.5396,1.5674,0.0871,0.1221,0.9479,0.7155,0.9276,0.4749,BRCACancer
Utah__B04,0.8769,0.4076,1.6385,0.1466,0.1557,0.7243,0.7092,1.4335,0.3932,BRCACancer
Utah__B05,0.6952,0.3231,1.4949,0.1077,0.0863,0.8239,0.7441,0.7814,0.5559,BRCACancer
Utah__B06,0.5208,0.2346,1.1292,0.0866,-0.0093,0.5177,0.4797,0.7812,0.0922,BRCACancer
Utah__B07,0.9409,0.7787,1.6266,0.0748,0.0678,1.0487,0.8876,1.1751,0.3846,BRCACancer
Utah__B08,0.9072,0.8209,1.6339,0.0579,0.1574,1.0739,0.8025,0.7597,0.4896,Control
Utah__B09,0.6646,0.2338,1.6507,0.0891,0.1214,0.6235,0.6597,1.2186,0.4359,Control
Utah__B10,0.5494,0.339,1.509,0.1018,0.0641,0.645,0.7158,1.0541,0.4107,Control
Utah__B11,0.751,0.678,1.7392,0.0988,0.1501,0.929,0.7156,0.949,0.4715,Control
Utah__B12,0.4361,0.0835,1.3322,0.0771,0.0077,0.5105,0.5098,1.0091,0.3617,Control
Utah__C01,1.0551,0.7376,1.7966,0.1497,0.2191,1.0546,0.8045,1.0332,0.5093,BRCACancer
Utah__C02,0.8213,0.6847,1.5019,0.102,0.1244,1.0889,0.8483,0.9069,0.4442,BRCACancer
Utah__C03,0.9937,0.9093,1.5147,0.1289,0.1873,1.1527,0.9954,1.1291,0.5326,BRCACancer
Utah__C04,0.5307,0.2845,1.2632,0.0246,0.0651,0.979,0.5631,0.4603,0.5277,Control
Utah__C05,0.5951,0.2827,1.1596,0.0121,0.0461,0.8706,0.6458,0.4962,0.4484,BRCACancer
Utah__C06,0.1036,0.0451,0.5665,0.0571,-0.1003,0.3107,0.147,0.0704,0.0929,Control
Utah__C07,0.6787,0.4209,1.2704,0.0805,0.0265,0.7954,0.6577,0.6274,0.4177,Control
Utah__C08,0.8436,0.4935,1.4131,0.0735,0.1122,0.9733,0.7276,0.8108,0.4014,Control
Utah__C09,0.6707,0.4117,1.2526,0.0769,0.0755,0.881,0.7603,0.6951,0.3649,Control
Utah__C10,0.5971,0.6368,1.2452,0.0795,0.06,0.854,0.8332,0.7278,0.4998,BRCACancer
Utah__C11,0.8783,0.5711,1.5328,0.0445,0.1421,1.0401,0.7867,0.8178,0.5064,Control
Utah__C12,0.506,0.2124,1.1452,0.0704,0.0017,0.8388,0.4843,0.4174,0.3106,BRCACancer
Utah__D01,0.7902,0.3279,1.5757,0.1278,0.0951,0.7586,0.5968,1.1288,0.3558,BRCACancer
Utah__D02,0.7053,0.4702,1.3968,0.0327,0.1249,0.9158,0.7424,0.7383,0.5048,BRCACancer
Utah__D03,0.621,0.5216,1.412,0.0856,0.0837,0.9147,0.5932,0.6003,0.3718,BRCACancer
Utah__D04,0.8182,0.5502,1.6251,0.0883,0.1275,0.9905,0.7228,0.8315,0.4946,BRCACancer
Utah__D05,0.7069,0.7159,1.5193,0.1173,0.1316,0.8171,0.8946,0.7064,0.5563,BRCACancer
Utah__D06,0.8535,0.684,1.5134,0.0544,0.1301,1.0635,0.7618,0.886,0.4987,BRCACancer
Utah__D07,0.7267,0.5817,1.4296,0.0569,0.0961,0.9348,0.7789,0.8111,0.5025,Control
Utah__D08,0.5879,0.3289,1.2683,0.0758,0.0265,0.8146,0.5388,0.5506,0.3403,Control
Utah__D09,0.7495,0.5634,1.4266,0.0964,0.0946,1.0398,0.75,0.7371,0.3246,Control
Utah__D10,0.7225,0.4767,1.581,0.0533,0.102,0.8457,0.6069,0.6175,0.4233,Control
