@relation data

@attribute id string
@attribute 10 numeric
@attribute 10249 numeric
@attribute 10720 numeric
@attribute 10941 numeric
@attribute 116285 numeric
@attribute 119391 numeric
@attribute 1312 numeric
@attribute 191 numeric
@attribute 221357 numeric
@attribute 23169 numeric
@attribute 25830 numeric
@attribute 27233 numeric
@attribute 27284 numeric
@attribute 2729 numeric
@attribute 2730 numeric
@attribute 27430 numeric
@attribute 2937 numeric
@attribute 2939 numeric
@attribute 2940 numeric
@attribute 2941 numeric
@attribute 2944 numeric
@attribute 2948 numeric
@attribute 2949 numeric
@attribute 2950 numeric
@attribute 348158 numeric
@attribute 4143 numeric
@attribute 4144 numeric
@attribute 4257 numeric
@attribute 4258 numeric
@attribute 4259 numeric
@attribute 4548 numeric
@attribute 4837 numeric
@attribute 54490 numeric
@attribute 6783 numeric
@attribute 6799 numeric
@attribute 6817 numeric
@attribute 6819 numeric
@attribute 6820 numeric
@attribute 6822 numeric
@attribute 7172 numeric
@attribute 7358 numeric
@attribute 7360 numeric
@attribute 7363 numeric
@attribute 7364 numeric
@attribute 7365 numeric
@attribute 7367 numeric
@attribute 9 numeric
@attribute 9446 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.1111,-0.1514,-0.0339,-0.032,-0.0462,0.1238,0.5481,0.8362,-0.0444,0.9555,-0.2598,-0.1418,1.6708,0.6754,0.7285,2.0344,0.6585,0.2895,-0.1751,-0.01,0.1565,-0.0612,0.0362,0.7248,0.1104,0.0529,2.2936,0.6166,0.6546,0.4899,1.4035,-0.0881,-0.2267,-0.1108,0.0737,0.2122,-0.1165,-0.1134,-0.1005,0.3712,0.6879,1.4594,-0.1379,-0.1386,0.115,0.2189,0.267,1.1873,Control
Utah__A02,-0.2718,-0.3104,-0.3408,-0.0064,-0.0405,0.0115,0.4369,0.7077,-0.1269,0.6671,-0.2548,-0.1295,1.4046,0.5909,0.5746,1.9841,0.4164,0.3415,0.0854,0.0613,0.2811,0.0971,0.0282,0.8359,0.0379,0.0036,2.2117,0.4301,0.6992,0.3557,1.0808,-0.0728,-0.0367,-0.0033,0.1265,0.0874,-0.1085,-0.1226,-0.1284,0.444,0.4189,1.2572,-0.0893,-6e-04,0.0484,0.1848,0.1382,0.6236,Control
Utah__A03,-0.2997,-0.1911,-0.1232,0.035,-0.0561,0.0799,0.5171,0.893,-0.0534,0.8044,-0.1219,-0.0443,1.5241,0.7208,0.622,1.9835,0.6667,0.3521,-0.0541,0.0437,0.3238,0.161,0.0085,0.8032,-0.0384,0.0377,2.3412,0.6139,0.7478,0.392,1.1838,-0.1271,-0.2328,-0.0474,0.0213,0.1541,-0.0879,-0.1966,-0.1885,0.6143,0.6299,1.2826,-0.1718,-0.1039,-0.1172,0.3533,0.2666,0.9226,Control
Utah__A04,-0.1837,-0.2141,-0.2851,-0.0389,-0.0537,-0.0138,0.4928,0.7967,0.0984,0.7353,-0.1973,-0.1317,1.5864,0.6068,0.6051,2.0643,0.4428,0.2653,0.1444,0.0078,0.0958,0.1411,-0.1106,0.9137,-0.0759,0.0085,2.2672,0.3131,0.6191,0.4157,1.3038,-0.0859,-0.024,-0.0316,0.0428,0.157,-0.0894,-0.1054,-0.064,0.3983,0.5214,1.3514,-0.0908,-0.0303,0.0448,0.241,0.1459,0.5481,Control
Utah__A05,-0.125,-0.1741,-0.1899,0.0248,-0.0249,-0.0024,0.6548,0.9479,-0.1137,0.8256,-0.1389,-0.093,1.902,0.654,0.7914,2.0558,0.6205,0.406,0.0777,0.0449,0.2103,0.1293,0.1568,0.9284,-0.0892,0.0338,2.2968,0.7389,0.8871,0.5165,1.3256,-0.0693,-0.0149,-0.0059,0.0625,0.1952,-0.0774,-0.1023,-0.1048,0.5434,0.6671,1.4178,-0.1496,-0.0217,0.0095,0.0123,0.1932,1.0096,Control
Utah__A06,-0.0988,-0.2031,-0.1986,0.0289,-0.0314,-0.002,0.5331,0.9307,-0.2083,0.7372,-0.2475,-0.1423,1.617,0.6025,0.4995,1.811,0.4997,0.2436,-0.1457,0.0521,-0.1263,0.114,-0.1474,0.9335,0.0771,0.002,2.2543,0.6451,0.7843,0.4043,1.1994,-0.0518,-0.0683,-0.0156,0.0276,0.1506,-0.0639,-0.1388,-0.153,0.5655,0.6419,1.2017,-0.1727,-0.1421,-0.0105,0.2446,0.2041,0.7453,Control
Utah__A07,-0.1212,-0.2462,-0.1134,-5e-04,-0.0292,-0.0063,0.5043,0.8255,-0.0992,0.9125,-0.2375,-0.1425,1.6396,0.7579,0.6497,2.0237,0.5516,0.4237,0.0537,0.0547,0.3318,0.2411,0.0065,0.8727,-0.1064,-0.0484,2.3051,0.6398,0.7969,0.5844,1.3683,-0.1478,-0.111,-0.0722,0.0518,0.2529,-0.0493,-0.1469,-0.1357,0.4673,0.5706,1.462,-0.1185,-0.1344,-0.0127,0.2499,0.303,0.7478,Control
Utah__A08,-0.2407,-0.1557,-0.1783,0.1163,-0.0383,0.0496,0.4109,0.737,-0.0054,0.9134,-0.2371,-0.1311,1.686,0.7937,0.6008,1.8653,0.4438,0.3058,-0.028,0.0972,0.0514,0.2166,-0.217,0.5649,0.0259,0.0054,2.0602,0.367,0.6064,0.6548,1.6071,-0.0662,-0.0846,-0.1196,0.0179,0.2113,-0.0796,-0.2322,-0.1552,0.4059,0.455,1.3734,-0.2234,-0.0912,-0.127,0.1022,0.1964,0.6205,Control
Utah__A09,-0.1708,-0.191,-0.2292,-0.023,-0.0277,0.0066,0.4579,0.7344,-0.1739,0.7958,-0.2248,-0.124,1.3647,0.6277,0.5672,2.0004,0.5118,0.2652,0.0595,0.0816,0.023,0.2627,0.0763,0.6849,-0.0726,-0.0322,2.1024,0.3397,0.6702,0.3071,1.3007,-0.0845,-0.049,-0.0916,0.0615,0.194,-0.0444,-0.1732,-0.1106,0.4244,0.5308,1.357,-0.165,-0.0011,-0.031,0.0796,0.1439,0.7135,Control
Utah__A10,-0.139,-0.1914,-0.2546,-0.0138,-0.0276,-0.0185,0.487,0.7905,-0.1329,0.9203,-0.1549,-0.0667,1.092,0.7924,0.7522,2.0044,0.5426,0.1785,-0.0883,0.035,0.1971,0.1317,0.1112,0.8141,-0.0847,0.0174,2.2199,0.542,0.814,0.6514,1.4346,-0.0773,-0.1153,-0.0213,0.0242,0.2057,-0.0917,-0.1628,-0.0911,0.4249,0.5521,1.4278,-0.1161,-0.0633,-0.026,0.15,0.2161,0.678,Control
