@relation data

@attribute id string
@attribute 10229 numeric
@attribute 27235 numeric
@attribute 3242 numeric
@attribute 51004 numeric
@attribute 51805 numeric
@attribute 6898 numeric
@attribute 84274 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5832,0.5735,-0.1903,0.6248,0.1293,-7e-04,0.9364,Control
Utah__A02,0.3633,0.5726,-0.2113,0.3534,0.0608,-0.0566,0.8102,Control
Utah__A03,0.499,0.6902,-0.1627,0.2635,0.0647,-0.0475,0.8905,Control
Utah__A04,0.4716,0.5829,-0.1956,0.3571,0.0488,-0.0252,0.7084,Control
Utah__A05,0.5517,0.8707,-0.2104,0.408,0.0803,-0.0357,0.8185,Control
Utah__A06,0.52,0.7058,-0.225,0.4165,0.0178,-0.0483,0.8158,Control
Utah__A07,0.5335,0.6515,-0.2785,0.5279,0.1655,-0.1012,0.8086,Control
Utah__A08,0.4671,0.5626,-0.1834,0.5183,0.0554,-0.031,0.4921,Control
Utah__A09,0.4606,0.6029,-0.243,0.3574,0.135,-0.07,0.7666,Control
Utah__A10,0.4423,0.6978,-0.1797,0.4572,0.0781,-0.0647,0.7759,Control
Utah__A11,0.4079,0.5002,-0.1904,0.3662,0.0512,-0.0339,0.9468,Control
Utah__A12,0.1266,0.2838,-0.2166,0.1909,0.1352,0.0202,0.4551,Control
Utah__B01,0.4849,0.4534,-0.2548,0.6593,0.0705,-0.0112,0.733,Control
Utah__B02,0.4971,0.6757,-0.1835,0.64,0.1401,0.0129,0.9812,Control
Utah__B03,0.4562,0.5665,-0.2185,0.5972,0.103,0.0179,0.8243,BRCACancer
Utah__B04,0.2753,0.5257,-0.1644,0.3642,0.0293,-0.0543,0.3973,BRCACancer
Utah__B05,0.2858,0.4941,-0.2626,0.3481,0.1422,-0.0593,0.5053,BRCACancer
Utah__B06,0.2429,0.4557,-0.3033,0.4338,-0.1081,0.067,0.3635,BRCACancer
Utah__B07,0.5136,0.6075,-0.2428,0.5959,0.1027,-0.1102,0.7383,BRCACancer
Utah__B08,0.5296,0.5477,-0.1279,0.5422,0.1006,-0.0201,0.883,Control
Utah__B09,0.0968,0.3627,-0.1376,0.2753,0.001,-0.0676,0.3576,Control
Utah__B10,0.0904,0.4324,-0.3134,0.2646,0.0518,-0.0436,0.4606,Control
Utah__B11,0.3031,0.5332,-0.1505,0.2872,0.0967,-0.0738,0.5839,Control
Utah__B12,0.0377,0.3549,-0.1485,0.1478,0.0066,-0.0616,0.2244,Control
Utah__C01,0.4697,0.7137,-0.228,0.5622,0.1355,-0.1159,0.6027,BRCACancer
Utah__C02,0.5208,0.6341,-0.1963,0.4989,0.1477,-0.0586,0.7091,BRCACancer
Utah__C03,0.5801,0.6532,-0.211,0.6164,0.1286,-0.0672,0.6135,BRCACancer
Utah__C04,0.258,0.4249,0.0024,0.2176,0.1035,0.0357,0.3096,Control
Utah__C05,0.1842,0.4811,-0.0906,0.2771,0.0802,0.0227,0.3134,BRCACancer
Utah__C06,-0.0714,0.0302,-0.3494,0.0484,-0.0777,-0.0307,0.1212,Control
Utah__C07,0.276,0.4332,-0.2768,0.2861,0.1085,-0.0258,0.4584,Control
Utah__C08,0.5494,0.4946,-0.1842,0.4173,0.0679,0.0098,0.7378,Control
Utah__C09,0.3749,0.3943,-0.1127,0.2487,0.0039,0.0125,0.4393,Control
Utah__C10,0.1676,0.5385,-0.2098,0.2752,0.0905,-0.1038,0.4779,BRCACancer
Utah__C11,0.433,0.4746,-0.1628,0.4882,0.0084,-0.0195,0.7073,Control
Utah__C12,0.0432,0.1747,-0.2043,0.251,0.0349,-0.0301,0.3857,BRCACancer
Utah__D01,0.2252,0.5354,-0.1432,0.4816,-0.0517,-0.0571,0.47,BRCACancer
Utah__D02,0.2254,0.5245,-0.1034,0.2516,0.044,-0.0187,0.533,BRCACancer
Utah__D03,0.1788,0.3861,-0.1615,0.2171,0.0036,-0.0488,0.5264,BRCACancer
Utah__D04,0.3663,0.4917,-0.2057,0.3672,0.0043,-0.077,0.5909,BRCACancer
Utah__D05,0.2643,0.5606,-0.2009,0.3002,0.04,-0.0056,0.5204,BRCACancer
Utah__D06,0.4276,0.5336,-0.1776,0.4489,0.0256,-0.0528,0.6755,BRCACancer
Utah__D07,0.4046,0.5548,-0.1107,0.4132,0.0602,-1e-04,0.6002,Control
Utah__D08,0.1397,0.3233,-0.1975,0.2284,-0.0153,-0.0686,0.2968,Control
Utah__D09,0.3513,0.4504,-0.2613,0.391,-0.0148,-0.0823,0.6384,Control
Utah__D10,0.3281,0.4595,-0.2216,0.2699,0.0379,-0.0402,0.7175,Control
Utah__D11,0.016,0.1077,-0.1787,0.101,-0.1733,9e-04,0.1895,Control
Utah__D12,0.1822,0.2033,-0.0884,0.2465,-0.0291,-0.0375,0.5241,Control
Utah__E01,0.1888,0.3737,-0.1607,0.2674,0.0465,0.0032,0.4531,BRCACancer
Utah__E02,0.3037,0.5587,-0.1646,0.417,0.2395,-0.0098,0.7107,Control
Utah__E03,0.4194,0.559,-0.1365,0.4279,-0.008,0.0029,0.8301,Control
Utah__E04,0.354,0.6281,-0.2152,0.4905,0.1243,0.0319,0.7578,Control
Utah__E05,0.3041,0.369,-0.2957,0.3545,0.0387,-0.0104,0.4663,Control
